Comments,n_stars,Label
"Sản phẩm dùng rất tốt, rất hài lòng",5,
Mình thích trải nghiệm iPhone 11,4,
Khuyên mọi người không nên mua iphone 11 nha .Camera tệ lắm nhiễu với mờ .Thất vọng về tgdd kinh khủng.Đt mình mua đập hộp hôm 17/08/2022 đến nay là hơn 13 ngày mà nản,1,
Tốt,5,
"Sản phẩm dùng ok, nhỏ gọn dễ cầm nắm. Rất hài lòng và ko hối hận khi chuyển từ 11promax sang, máy mát. pin thì cũng đc. Ko đến mức quá trâu",4,
"Tất cả đều ok, nhưng sao cái đèn flash của mình đôi khi nó tự bật k biết khắc phục sao đây",5,
"sản phẩm ko có cục sạc, ko có tai nghe, cắt nhiều so vs bản lúc đầu 2019",4,
Hàng ok nha. Mới đẹp,5,
Khá hài lòng,5,
Pin xuống rất nhanh mới có 4 tháng mà % pin còn 93 .,3,
Sao loa kép 2 bên mà nge được có 1 bên à,4,
Rất đẹp cầm chắc tay pin ổn định chơi game cũng OK,5,
OK!,5,
Phục vụ tốt,5,
.,5,
Điện thoại sài rất oke mua đồ bên tgdd thì rất yên tâm tỉ lệ đồ lỗi rất rất thấp,5,
Sài Rất Oke Hứa Hẹn Đổi iphone 14 😜,5,
Ổn,5,
Tot,4,
Goodjob,4,
"sản phẩm ok, dịch vụ tốt",4,
Hàng ok,5,
Ok,4,
rất ok,5,
chiếc điện thoại này khá đẹp,5,
Máy mượt tốt oke ạ,5,
Rất tốt,5,
"mới mua lúc tối,, áp dụng tất cả các khuyến mãi là 12.. ngày sau lên xem còn có 11490 chua ap dụng vnpay nữa. chán",4,
tốt,5,
"Máy đẹp, pin trâu rất hài lòng về máy",4,
Thỉnh thoảng vẫn hơi đơ,4,
"Ban đầu thì ok. Mình cũng ko có thắc mắc gì về pin. Nhưng sau khi dùng 5 tháng thì máy tự dưng sập nguốn, bật ko lên. KTV bên điện máy xanh cũng ko bật lên đc. Gửi lên Apple bảo hành thì apple bảo đồng ý mất dữ liệu thì mới sửa, ko đồng ý thì trả lại máy. Ủa???? Cám giác rất tệ khi đã mua sản phẩm này của apple",1,
Tuy đã bung nhưng máy còn chất lượng,4,
Rất tốt,5,
Tốt quá,5,
Máy đẹp giá rẻ,5,
"Mới mua tại TGDD ngã 3 Finom Đức Trọng Lâm Đồng. Tuy ra đời gần 3 năm nhưng máy sài OK, cậu hình mượt, k chê vào đâu dc. Chứng tỏ Apple họ làm xứng đáng và danh hiệu smartphone cao cấp. Nhân viên bên đó rất nhiệt tình",5,
Sài rất OK mọi người nên mua,5,
Xài ok,4,
.,5,
O,5,
"dt xài cũng dc lâu lâu hơi bị đơ, đang gọi đt màn hình tắt không mở lên dc luôn",3,
Hàng rất tốt sp làm tôi rất hài lòng,5,
"Rất tận tình,chu đáo!",5,
Máy nhanh mượt màn hình đẹp.Điểm Antutu benmark rất cao.Mua màu trắng sữa đẹp. Phát nhạc Bluetooth ra amply hay.Apple music có chế độ nghe nhạc lossless. FaceID nhanh.Game mượt.IOS 15 pin tốt.Sạc nhanh.,5,
Sản phẩm tốt,5,
Good,5,
Mới mua hôm qua màu trắng 64g đẹp mà nhân viên thế giới Di Động tại thị xã kiến tường rất nhiệt tình nữa,5,
"Đã dùng sản phẩm này được 1,5th nhưng pin vẫn 100%. Tiếc là lên 15.5 máy hay bị nóng .nhưng vẫn đánh giá 5***. Thấy máy dùng khá ổn.",5,
Đã dùng được một năm rồi,5,
điện thoại xài khá ok dù ai chê cũng mê,5,
"Phù hợp túi tiền, hàng chính hãng",4,
Có bảo hành khán nước ko dị ad,4,
mình mới mua được 20 ngày thấy dùng rất ok,4,
Rất mượt mà chơi tốt trong tầm giá,5,
"Máy bị lổi mic gởi bảo hành, nói không lổi Trã về không dùng được.",1,
ok,5,
Thái độ phục vụ rất tốt,4,
Pin tuột nhanh,3,
Hiện tại máy dùng thích,5,
Hàng dùng ok ạh,5,
❤️❤️❤️,4,
Máy dùng ổn cảm ơn TGDĐ,5,
Rất hài lòng,4,
123,3,
Ok,5,
Tốt,5,
"Sử dụng nhanh, chất lượng tốt",4,
Rất tốt,5,
May. Dep. Sai. Ok. Nhan. Vien. Nhiet. Tinh.,4,
"Máy rất nóng khi sạc và xem YouTube,chơi game …..",4,
Trải nghiệm tốt,4,
"Phục vụ nhiệt tình, chứ đáo",5,
Rất tốt.,5,
Chất lượng kém,1,
RẤT hài lòng với sản phẩm và dịch vụ của TGDD (:,4,
Mua xong hôm sau có ngừơi gọi điện bảo sẽ mang tới nhà tặng phiếu gì đó mà tới nay gần tháng cũng không thấy?,4,
Sản pẩm dùng tốt lắm,5,
Nhỏ vừa đủ dùng tiện lợi,5,
Hiện tại dùng máy rất là OK,4,
"Em cám ơn anh chị và các bạn nhân viên thế giới di động số 182 - 184 đường Ngọc Lâm, Tổ 3, P. Ngọc Lâm, Q. Long Biên, Tp. Hà Nội, đã tư vấn và hỗ trợ em rất nhiệt tình. Cực kỳ nhiệt tình luôn ạ! Lúc mới vào thì có bác bảo vệ ra mở cửa, lại còn che yên cho đỡ nắng. Rồi chị tư vấn rất nhiệt tình, thân thiện, lúc em ra về mưa còn có bạn nhân viên chạy ra cho mượn ô đi mua áo mưa nữa, đến tận khi em về thì bạn ấy mới vào. Bản thân em đã thích cách chăm sóc khách hàng chu đáo từ TGDĐ khi mua những sản phẩm trước, dù giá trị không cao nên khi quyết định mua ip 11, e không do dự mà chọn TGDĐ. Chúc anh chị và các bạn TGDĐ số 182 - 184 đường Ngọc Lâm, Tổ 3, P. Ngọc Lâm, Q. Long Biên, Tp. Hà Nội mạnh khỏe, kinh doanh tốt ạ!",5,
"Sản phẩm tốt, máy mượt pin trâu, dùng hơn 4 tháng mà vẫn 100% pin. Nhân viên phục vụ tận tâm.",5,
Máy mới mua gần 3 tháng khi call bị tè như tiếng rào rào è è trong khi ng đối diện thù tắt mic vẫn rè lớn rất khó chịu nhờ kiểm tra lại dùm em,3,
"Máy gặp lỗi micro nghe gọi, lên gặp nhân viên k hỗ trợ, thế giới di động làm ăn chán lắm, kêu gửi hành bảo hành, gửi chắc tới lẫn mới lấy máy",1,
Máy rất tốt nhân viên TGDD phục vụ tận tình ok,5,
"Dùng 3 tháng pin trên máy báo 99% nhưng trên 3utool lại 100%, dùng vừa tay, nói chung vẫn ok",4,
Gọi Mesenger qua dữ liệu đi động cứ bị lỗi không thể gọi được. Đã thử mọi cách vẫn không được. Cần nhân viên hỗ trợ,2,
Sai thì thấy ok dó,4,
Cảm giác loa máy rất dè. K biết mua dùng dc 30 ngày chưa dmx check thông tin giúp mình. Nghe k mượt bằng ip11 của mn,3,
"Mình mua cũng được gần 6 tháng, sạc siêu nhanh luôn, đến giờ pin của mình vẫn 100%, mình làm rơi nhiều lần r cứ sợ hư nhưng mà thật sự thì rất bền, không hề trầy hay gì hết. Pin mình đủ dùng 1 ngày, thấy có nhiều bạn chê này kia nhưng thực sự đối với mình nó quá tốt, lướt rất mượt, mình từ Androind chuyển qua iOS cảm thấy dễ xài và mê luôn rồi í, mượt kinh khủng, chụp hình cũng rất đẹp ❤️ Mình mua trong mùa dịch nên mua online, nhân viên của TGDĐ thì khỏi nói rồi vô cùng tận tâm luôn, hướng dẫn mình rất kĩ, giải thích mọi thắc mắc của mình. 100 điểm 😍",5,
Mới mua khi sáng dùng thấy ổn phết:),4,
Tôi mua điện thoại mới từ cuối tháng 1 đến nay mọi thứ vẫn bình thường. Tôi rất thích và rất hài lòng về những lợi ích mà sản phẩm mang lại cho tôi.,5,
Máy chức năng nghe gọi kém quá.máy mình nghe gọi có lúc bị ngắt quãng không nghe thấy gì.chức năng chính mà vậy thì không ổn rồi,3,
E mua điện thoại hồi tháng 2 xài đến giờ pin của nó vẫn 100% nhưng sao lượng pin có nó lại rất nhanh hết,4,
"Máy mua mới , sọc màng hình , mà chế độ bảo hành thì chán , mua ở đây là một sai lầm !",1,
Sản phẩm cài rất mượt mọi thứ ngon lành pin thì không hẻo như mấy dòng iPhone trước,5,
"Có khi sạc gần 1 tiếng được 3% pin, hay bị đứng máy",1,
Máy ok,4,
sao dt để qua đêm tuột 8 phan % pin v ah minh da rất het tất cả ứng dụng ngam tat màn hình sáng luôn,3,
Đt sài tốt nhân viên nhiệt tình,5,
Rất tốt,5,
"Nhân viên tiếp đón chu đáo , nhiệt tình . Cách tư vấn sản phẩm rất chuyên nghiệp nên ko định mua nhg đã mua",5,
OK tốt,5,
Sp tốt.nv rất nhiệt tình,5,
Đến giờ dùng khá ổn,4,
nhân viên phục vụ nhiệt tình. chu đáo,5,
Máy sử dụng ok,3,
Rất rốt mình k chơi game pin rata lâu xuống,5,
Máy dùng khá mượt,4,
Tư vấn nhiệt tình tận tâm☺️,4,
Hàng dùng tốt. Ưng cái bụng,5,
Ok,5,
Máy dùng rất tốt,5,
Bạn bán hàng tư vấn nhiệt tình lắm luôn rất dễ thương,5,
Rất ok,5,
điện thoại ok nha mỗi người,4,
Máy dùng tốt,4,
Hàng ok không bị lỗi,5,
Sản phẩm thật tuyệt vời đặc biệt nhân viên ở đây rất nhiệt tình và mến khách chắc chắn sẽ có dịp mình quay trở lại đây mua hàng tiếp,5,
"Sản phẩm xài ok, nhân viên rất nhiệt tình",4,
Xuất sắc,5,
Tốt chạy nuột . Mua ngay đợt giảm đúng thơm,5,
"Máy hiệu năng mạnh , dùng mượt , pin trâu. Rất hài lòng",5,
Sản phẩm dùng rất tốt,5,
Máy dùng rất ok,5,
Tốt,5,
Rất tốt,5,
Thỉnh thoảng máy vẫn hơi lác,4,
"Máy đẹp, phục vụ nhiệt tình.",5,
Rất tốt,5,
Bảo hành qua tệ quá chán hơn 1 tháng còn trưa được lấy máy,1,
Sản phẩm tất tốt,5,
Dùng rất ok nha,4,
Sản phẩm dùng rất tốt,5,
"xài rất tốt, tuyệt vời trong tầm giá",5,
Cho em hỏi em mới mua đc 1 tháng mấy mà tụt pin còn 97% là sao ạ em xài củ sạc dây sạc hàng chính hãng sau tụt pin nhanh thế ạ 1 ngày mấy em xài 3h đến 4h hà,3,
"Cũng ngon. Mỗi tội chơi game chán, sạc chậm. Tại từ Xiaomi qua. Đc cái đa nhiệm IOS tốt hơn Adr rất nhiêu",5,
"Mình sử dụng tầm khoảng 3 tháng vẫn còn 100% pin. Máy mượt lắm, pin trâu nữa. Nói chung là hài lòng lắm !",5,
"Nếu cần 1 chiếc iphone để dùng chung Ipad, Apple watch Airpod thì iphone 11 là sự lựa chọn hoàn hảo, còn nếu k sử dụng hệ sinh thái của nhà Táo thì trong tầm giá này các máy Androi có lẽ sẽ tốt hơn về mặc trải nghiệm",5,
"Sau 1 tháng trải nghiệm thì mình cảm thấy như sau: • Mng thường chê màng hình của con này nhưng mình thấy nó khá ổn đấy chứ, mình từ màng amoled qua, màu sắc chỉ nhạt hơn thoi, màu đen k đậm nữa, nhưng nó khá nét và trong. • Pin khá trâu mình đi học onl fb zalo từ 6h sáng (78%) lúc về 5h (25%) đây là mình dùng wifi nha, còn lúc chơi game + onl tiktok bf zalo thì được khoảng hơn nữa ngày á, mình mua hơn tháng roi vẫn còn 100% • Còn về phần mềm, mình từ android sang thấy IOS khá tù túng, đổi lại trải nghiệm mượt mà vẫn đáp ứng đủ nhu cầu của mình • về camera thì mình hong phải dân chuyên nghiệp nên mình cũng hong rành, mình thấy rất tốt. HẾT RÒI.",5,
"sản phẩm rất tốt mình chỉ thắc mắc đt mình để qua đêm vẫn tuột pin 3-4% dù là tắt mạng dữ liệu, wifi, và tắt các trang dã bấm k còn lịch sử hoạt động?",5,
Sau 2 tuần mình trải nghiệm sản phẩm phải nói là cực kỳ thích em nó luôn ý. Mình mới chuyển từ Android sang Ios nên có chút bối rối tí. Nhưng mà sản phẩm này quá tuyệt vời. Nhân viên phục vụ nhiệt tình.,5,
Gần tết giảm giá đập hộp 1 em 12t750k cho vợ. Nhân viên tgdd yên mĩ rất nhiệt tình vote 5*,5,
Rất tốt pin trâu nhân viên tư vấn nhiệt tình,5,
"Mới mua chưa tới 1 tháng, cứ để qua đêm là pin tụt 6-8% không biết có sao không nhỉ",4,
"Pin ổn! Ngoại trừ lúc ngủ thì mấy ngày tết xử dụng liên tục, chủ yếu là xem video! Máy mình ko dùng để chơi game nên cuối ngày còn >30% pin! Kiếm ốp lưng xịn chính hãng dành cho nam cho model này khá khó vào thời điểm hiện tại!",5,
"sản phẩm quá tốt,chất lượng phục vụ của nhân viên rất tốt,giá tiền hợp lý",5,
Máy dùng nhanh nóng và nhanh hết pin nha. Pin kém hơn so với các dòng trước,3,
"Cho mình hỏi mình mua máy về sạc lúc đầu máy luôn bị nóng, pin khoảng 80% trở lên thì máy không bị nóng nữa. Sạc mình mua chính hãng ở tgdđ luôn, mình ra cửa hàng hỏi thì nv bảo dòng ip nó như vậy, mong tư vấn giúp ạ! Mình sd đc 3 tuần rồi",4,
"Sản phẩm tốt, dùng rất hài lòng. Nv tư vấn rất nhiệt tình. Thanks tgdd",5,
"Tầm giá tiền lựa chọn con này rất hợp lý. Đủ dùng cơ bản các thứ. Máy mượt, ko lag như android",4,
Dt mới đập hợp về xài k ra hồn gì,1,
cũng ngon. nhưng. khôi phục cài đặt xong thì thấy ntn,5,
"sản phẩm dùng rất oke, phụ huynh sài rất ưng ý, tư vấn nhiệt tình",5,
"Tôi rất hài lòng với cung càch tiếp đón và thái độ phục vụ thật ân cần và chu đáo của nhân viên công ty!Luôn đặt lợi ích chính đáng của khách hàng lên trên hết,tạo dựng niềm tin cho khách hàng trước và sau khi mua sản phẩm tại công ty!",5,
Mỗi lần đến Mua sắm cảm giác Vui,5,
"Máy dùng OK . Cảm ơn ace nhân viên tgdd Gia Bình ,rất nhiệt tình , chu đáo nữa ❤️",4,
Sản phẩm dùng rất ok,5,
Sao mình mua máy bóc seal về mà ngay dung lượng pin lại có dấu * để là pin trước khi hiệu chỉnh v ạ ??,3,
Mua hàng điện máy xanh dùng rất ok .,5,
"Điện thoại iphone 11 64gb xài rất tốt , chất lượng cao, pin xài lâu . màn hình rõ, độ sáng ok",5,
"Tôi rất hài lòng và yên tâm khi mua sản phẩm tại diện máy xanh, vì sản phẩm kẻ đây luôn là chính hãng.bởi vậy tôi yên tâm.!",5,
Điện thoại rất đáng để mua. Mát mẻ mượt mà. Nhân viên tư vấn vui vẻ nhiệt tình! Xứng đáng 5sao ạ,5,
Máy xài tròn 1 tháng pin 100% sạc nhanh pin trâu chơi game dc 6 tiếng xài cả ngày ko hết pin nói chung trải nghiệm tốt chỉ về màn hình thì màu sắt xấu nếu so với con 7plus thì màu cho ra hiển thị không đẹp không biết do màn hình nay là do dòng 11 nó vậy,5,
"Mua ở TGDĐ Vĩnh Kim. 4 bạn nhân viên tiếp đãi rất nhiệt tình. Máy thì ngon rồi, không có gì để chê. 5 sao!",5,
"Máy màu đen rất đẹp rất hài lòng với sản phẩm, nhân viên đmx bên tt kẻ Sặt Bình Giang Hải Dương rất nhiệt tình .",5,
"Nhân viên rất nhiệt tình, máy màu xanh rất đẹp, pin trâu. Lâu dài chưa biết thế nào nhưng giờ rất vừa ý, chưa chê được cái gì.",5,
màu vàng rất chi BD.chạy mướt chỉ có viền máy dày nhìn hơi thô.mua dc giá 13tr5 đập hộp tạm ổn,5,
"sản phẩm tốt, phục vụ nhiệt tình. quản lý chất lượng, nhân viên vui vẻ, trông em bé rất giỏi ))",5,
"Mới mua hôm nay luôn, về kiểm tra là bị vậy, ko biết có sao ko luôn. Cây iphone mua trước đâu gặp vấn đề này",2,
nhân viên tư vấn kg nhiệt tình . chưa xong khách hàng nay bỏ đi tư vấn khách hàng khác làm đợi mất thời gian không tôn trọng khách hàng,3,
"Ban đầu có vẻ hài lòng, nhưng sau 1 tuần trải nghiệm máy mình hơi thất vọng. 24h sạc pin 1 lần, vì mình không sử dụng nhiều. Nhưng đúng 1 tuần thì đang sạc máy bắt đầu bị nóng. Trog khi mua đúng 1 tuần. Giờ nói thì chắc lại bảo mình k biết cách sử dụng đt chưa đúng cách nên dẫn đến máy nóng. (Vì mình đã thấy nhiều cmt của các bạn ctv khi khách hàng phản ánh về pin) nhưng mà mình nói lại là mình sd đúng 1 tuần. Về chụp cam thường thì rất là rõ, nhưng lại k sắc nét thua luôn cả ipx. Mình đã sử dụng máy ipx và đã dùng cả 2 máy để so sánh độ chụp cam thường. Hơi thất vọng . Cố gắng giử gìn máy nhất có thể mà cũng như k . Nếu mà câu tl không chính đáng thì mình không bao giờ ghé đmx lần nữa",2,
"máy sài tốt, pin trâu, chụp hình xinh, nhân viên tư vấn nhiệt tình và dễ thương ạaaaaaaaa",5,
Máy ok tốt hàng chuẩn hợp với giá tiền màu đẹp Mng nên mua máy rất mượt pin cũng tạm đc pin xài khoảng 3h5. Đến 4h máy sạc rất nhanh khoảng 1h là đầy r,5,
Bị rớt wifi liên tục . Chán wa thật uổng tiền mua 15.5 tr. Cân hỗ trợ từ nhân viên,3,
"Mình mua ở tgdd thị xã gò công, nhân viên rất nhiệt tình, mình mua đc vài ngày nhưng cưa ngủ dậy là nất 10% pin mặc dù tắt hết ứng dụng, vị trí, tự động cập nhật và để cả chế độ máy bay. Nhờ cửa hàng tư vấn nhé! Mình cảm ơn",4,
"Máy mua từ 27/10/2021 đến hôm nay chưa được 2 tháng mà xem pin đã tụt xuống còn 96% rồi, cục pin chắc có vấn đề quá.",4,
Mình mua hàng từ 24/9 đến giờ là 25/12. Mình cảm thấy khá thất vọng về việc tình trạng Pin chỉ còn 97% sao 3 tháng sử dụng. Mặc dù không vừa sạc vừa dùng hay sạc nhiều lần trong ngày gì cả. Mình cần lời giải thích từ điện máy xanh ạ.,3,
"Vừa mới mua hôm qua...h nay lại sụt giá nhiều vậy , buồn lòng...về phần máy hiện tại thấy rất ok...nhân viên nhiệt tình",4,
"Mình mới mua đt được 3 ngày mọi thứu đều ổn, nhưng gọi video bên zalo và mess loa bị rè và vọng tiếng, cách khắc phục như nào ạ",4,
"em mới vừa mua hôm quá, máy xài rất ok nhưng sao lúc sạc pin thì máy lại nóng quá vậy ạ?",4,
"Mình mới mua 3 ngày mà bật thử backtap không được ạ, đã reset cũng không được. Giờ mình fix làm sao lỗi này ạ.",4,
Cảm ơn nhân viên Quang và nhân viên duyên tgdd Tân Hải lagi bình thuận đã tư vấn nhiệt tình máy chạy mượt cam đẹp,5,
"Giao hàng nhanh, nhân viên nhiệt tình, khuyến mãi hấp dẫn.......................",5,
"sử dụng gần 3 tháng pin còn 98% mặc dù sd rất kĩ. Sp tệ, k nên mua uổng tiền :))",2,
"Máy em mới mua 2 tháng sao cứ ngủ một đêm sáng dậy nó tụt mất 4% pin vậy ạ, có bị làm sao ko ạ",3,
Mình mua hồi tháng 8 còn 14 490 000 giờ sao giá 19tr vậy bạn. Lúc đó iphone 13 chưa ra nữa,5,
"Mới mua chưa đc 2 tháng mà pin còn đc 98% nựa chán ghê, sạc ngày 1 lần mà đạ vậy",3,
Mình mua ip11 64gb hồi tháng 8 dùng sạc 20w ngày sạc 2 lần…cũng sài kỹ lắm mà dung co 4 tháng còn 98% theo quan điểm cá nhân mình thấy pin thật sự tệ😪😪😪,3,
Mk mua tu 21/9 đến nay dc gần 2 tháng mà dùng sạc feck của iPad chơi game ngày sạc 4-5 lần vẫn 100% pin :)) k dùng sạc chính hãng luôn.. sản phẩm rất tốt,5,
Sài 11 cũng ok phết nhưng có điều mua cục sạc 20w ở tại tgdd về luôn mà sạc 1 tháng pin còn 99%.. cảm thấy pin 11 khá tệ,4,
Mua từ 21/10/2021 mà nay cũng được 1 tháng rồi mà tình trạng pin tụt xuống 99% :((,2,
"Tôi mua máy từ tháng 01/2021 tới bây giờ là tháng 11/2021 là đã được hơn 10 tháng ( gần 1 năm ) và sau hơn 10 tháng sử dụng tôi có 1 nhận xét như sau: Thứ nhất: Pin cực kỳ trâu, xài những tác vụ như là Fb, youtube, tiktok, zalo, thậm chí lâu lâu tôi còn Edit video mà thường thì t xài gần 2 ngày mới phải nạp, ngày xài tầm 4-5 tiếng liên tục, tôi xài hơn 10 tháng rồi mà ko hao tí tình trạng % pin nào, vẫn còn y nguyên dung lượng tối đa là 100% pin, chắc tại vì tôi không chơi game Thứ 2: Sạc pin rất nhanh, thường thì sạc từ 20% - 90% mất có hơn 35p ( dùng đúng cục sạc nhanh mua ở TGDĐ nhé ), từ 90% trở đi thì nó cứ lên từ từ. Thứ 3: máy rất mượt, dùng cảm giác rất thích, cầm vừa tay và nhìn rất sang, xem phim lâu là máy hơi nóng lên 1 tí xong nguội lại ngay Còn những điểm hạn chế thì là: máy không có màu Vàng Gold và ko có 3 mắt 🤣🤣, và cái Face ID ko hiểu sao mà tui cài mặt tui mà em gái tui Face ID cũng mở đc. K biết là do 2 khuôn mặt có nhiều điểm giống nhau hay Face ID có vấn đề nữa 🤣🤣 Gọi chung cái IP11 này ko có gì để chê luôn á. Thích nhất là pin rất là trâu, dùng hơi bị lâu, máy thì vừa gọn ko quá to, tầm 17tr mà mua con này khéo còn ngon hơn ip 12 13 ấy chứ. Bạn nào có tầm 18 20tr mình khuyên nên mua con này mà dùng, k nhất thiết phải 3 mắt hay gì đâu. Con này cá nhân mình dùng thấy rất sướng luôn. Vote cho 5 sao nhé. 😍",5,
"e mua mới được gần 3 tháng thôi mà dung lượng pin tối đa đã tụt xuống còn 96% , hao nhanh kinh khủng mà e sử dụng và sạc pin rất quy củ :(( giữ máy cực kì",3,
E mới mua 11 từ 29/10 được hơn tháng máy không lỗi lầm gì bây giờ của hàng mua lại được bao nhiêu ạ. Máy mua bên tgdd ạ,4,
"Pin dì hao pin như gì luôn, mua đc 8 tháng pin còn 88%, mang ra tgdd thì kiểu đổi lỗi cho mình, cũng kh cần kt nói đưa đi bảo trì cv thôi, chán",1,
Máy mới sử dụng 9 tháng nay thấy pin còn 92% vậy có ổn không admin ơi. Trả lời giúp với. Mới sử dụng iPhone thấy hoang mang quá,3,
"Máy nhỏ gọn vừa tay, pin trâu hơn đời trước ít chơi game thì xài cũng dc cả ngày",5,
"Dùng gần 4 tháng,mỗi lần dùng pin rất nóng,mỗi lần sạc pin cũng rất nóng,cầm cảm giác như pin bị phồng lên,có cách nào giải quyết k ?",3,
"Máy chính hãng Apple, bóc seal khi nhận hàng, rất yên tâm khi mua sắm ở ĐMX. Sẽ còn ủng hộ công ty !",5,
E mới mua máy dc hơn 6 tháng mà pin còn có 93% có phải gặp vấn đề về pin ko à ngày càng tụt nhanh,1,
"Ip 11 có hỗ trợ tính năng sạc nhanh, vậy nếu k dùng củ sạc nhanh để sạc máy thì có ảnh hưởng gì tới pin không?",3,
tôi mới mua máy tối hôm qua. Về dùng ko ok lắm. Gọi zalo Facebook rè rè nghe ko rõ,2,
Cách khắc phục khi gọi điện điện thoại cứ tắt màn hình thì làm như nào ạ. Em xin câu trả lời ạ,5,
Điện thoại mua tại tgdd được 15 ngày . Sao pin tụt nhanh thế ạ . Hichic ………………..,2,
Moi mua vài ngày thấy xài ok. Pin củng mạnh dù chỉ 3k1 màn hình củng không đến nỗi,5,
"Cám ơn em Hòa (ĐMX 428 Nguyễn Thị Thập Q7 TPHCM) đã hỗ trợ tận tình khi mình đến mua Iphone 11 và xử lý việc thanh toán qua VNPay rất tốt để mình được giảm giá theo ưu đãi. Điện thoại chụp ảnh rất đẹp, màn hình đẹp, dù không sắc nét như dòng pro hay 12 nhưng cao cấp, pin lâu, xứng đáng số tiền bỏ ra. Mình thay cho Android do trung tâm thông báo bên Android quá lộn xộn, bên IOS thì gọn gàng và trực quan hơn, dễ kiểm soát. Chúc ĐMX và TGDĐ sẽ có được nhiều khách hàng và nhiều sức khỏe vượt qua mùa dịch. Hy vọng dịp khác mua hàng được em Hòa tư vấn và hỗ trợ. Xứng đáng cho 5 sao cộng.",5,
Điện thoại iPhone 11 e mới mua có 5 tháng sau pin tuột nhanh quá dậy con co 95 pin e có thể đem ra cửa hàng kiểm tra lại được không,3,
Sử dụng gần 1 tháng rất ok Trước thì 5* nhé sẽ đánh giá tiếp theo thời gian tới,5,
iPhone 11 của em mua đập hộp 100 phần 100được 1 tuần h muốn trả lại thì còn khoảng bao nhiêu ạ,4,
Máy dễ tróc lớp keo trên camera. Sài cũng ok pin đc sài khoảng 7 tiếng nhân ………,3,
.dạ em vừa mua máy ở thế giới di động về em Sài thì âm thanh bình thường nhưng em tải game về thì vô game không có âm thanh trò chơi trong khi đó âm thanh trò chơi thì bật hết ai vậy là bị sao vậy ăn mong được giải đáp sớm nhất ạ . Xin cảm ơn,3,
Mới mua tra gop hqua. ưu điểm Pin trâu cam đẹp. K hài lòng về tin nhắn ấn chữ bị lệch😔 . Chị nhân viên tư vấn rât nhiệt tình và dễ thương♥️,4,
Mới mua ip11 chạy ios 14.4.2 máy rất nóng và nhanh tuột pin. Khi cập nhật lên ios 15 thì hết tình trạng trên và chạy rất mượt (chia sẻ đến mn) nhân viên tgdđ rất nhiệt tình,5,
"Mình đang sử dụng app tiktok thì màn hình tắt rồi tự bật lại là bị sao ạ, add giúp e.!",3,
"Em vừa mua con 11 ở tgdd, dùng đc 1 tuần thì thấy mọi thứ cũng khá ổn, có mỗi độ cảm ứng đôi lúc ko nhạy lắm, soạn tin nhắn hay bị nhảy chữ mặc dù bấm e mà lại hiện u, chơi game có khi bấm ko nhạy. Cho em hỏi như vậy là bị lỗi hay do bản chất con 11 ko nhạy cảm ứng vậy ạ?",3,
Cho em hỏi sao em vừa mua được 2 ngày nhưng pin nhanh tuột lắm ạ? Thì có được hỗ trợ gì không ạ?,3,
"Mua đt về tầm chục ngày thì bị hỏng dây sạc, cho hỏi em có được hỗ trợ đổi trả ko ạ",3,
Mình mua máy đổi trả ở tgdd mà lúc đi cầm người ta báo là máy đã bị bung và thay pin các kiểu là sao vậy nhỉ,3,
Mình đang gặp vấn đề về Mic. Tu vấn giúp em với xxxx364031……………. Djdjsksosjdjdj,3,
Hồi mua máy đổi trả nghe mấy chị bán hàng tư vấn.họ nói máy này khách trước mới mua chưa được 1 tháng rồi trả lên đời cao hơn.nên mình nghỉ chắc còn zin 100%..ai dè về nhà test áp suất máy ko còn.chắc bị bung ra rồi.buồn thật sự.còn mọi thứ điều ok..wifi hơi chập chờn tự mất,4,
Loa bên trái iphone 11 là gì mà ko nghe được ạ Xin được hổ trợ…………………………………………….,4,
Mới mua dc 3 ngày mà sạc pin hết 6 lần. Máy nóng pin tụt lẹ. Mua dt mà k dám sài để dành pin công việc. Ko biết là lỗi do đâu,2,
"Mình mua máy ngày 21.10.2021, Hiện tại góc màn hình máy bị kênh lên, như hình mình đính kèm. Cho mình hỏi lỗi này thì có đổi trả máy được hay không?",3,
"Cho mình hỏi mình mới mua ip11 bên mình lúc trưa. Tối nay mình sạc thì thấy máy bị nóng lên, thế có bị làm sao k ạ?",4,
"Máy vừa tay, hơi nặng chút. Chơi game tốt và pin trâu, loa ấm và sâu, cam rất tốt. Màn không được sắc nét lắm. 15tr thì vẫn nên mua ip11 để đạt được độ tin cậy cao nhất.",5,
"Đã mua, rất mượt, pin rất trâu, học online liên tục cả buổi chiều hết ~35%, nhưng mỗi tội là dùng rất nhanh tốn dung lượng, tải có mấy app mà hết tổng 18,19gb rồi, trong khi con ip6+ của mình 16gb, tải rất nhiều nhưng vẫn trống 4-5gb lận",5,
Mua máy ở hệ thống TGDD và ĐMX mình vô cùng tin tưởng luôn. Sẽ giới thiệu người thân mua ở đây.,5,
"Xài rất ok. Nhu cầu nge gọi, face, youtobe pin trụ đc cả ngày. Nói chung là ổn. Ko có ji phàn nàn",5,
"Máy mua mới đúng 1 tháng, mặc gì sài rất kỉ , sài tới 20% là sạc, canh khoảng 1h30 phút vừa đủ 100% là ngắt điện ,nhưng hiện tại thì pin còn 99% , thất vọng",2,
