Comments,n_stars,len_cmt,Pin,Service,General,Others,SGeneral,SPin,SSer,SOth
Máy tốt nhưng cảm biến vân tay chậm . Mới mua về khá mượt nhưng xài dc vài tuần thì có hiện tượng treo máy một chút nhưng ko ảnh hưởng cho lắm,5,33,1,0,1,0,1,0.0,2.0,2.0
Pin kém quá 1 ngày không đủ pin sài chơi game sụt pin nhanh.còn lại sài cũng khá ok rất hài lòng về máy trừ khoản pin và vân tay vẫn hơi kém,3,33,1,0,1,0,1,-1.0,2.0,2.0
Moi dung được  dung 2 thang tính Trang pin con 95% tai sao ki vay xài binh thường khổng Chổi game chi đọc bao xem YouTube chút ít thiết buồn qua di thoi,2,33,1,0,1,0,-1,-1.0,2.0,2.0
"Mọi thứ thì OK! Nhưng pin ko ổn, tụt nhanh! Ko như quảng cáo! Trước mình dùng F9 pin 3500! Rất OK! Chuyển sang reno2 F pin 4000 nhưng thật sự thất vọng!",3,33,1,0,1,0,1,-1.0,2.0,2.0
"Lúc đầu thấy mọi người nói pin tuột hơi nhanh mik cũng ko tin lắm, ko sử dụng máy còn tuột nhanh hơn khi sử dụng nữa, mọi thứ khác điều ổn",3,32,1,0,1,0,1,-1.0,2.0,2.0
"Máy dùng ok, chỉ cài khóa mk, vân tay khuôn mặt rồi mà khi mở lại ko cần, vuốt là mở đc, còn lại ổn, bluetooth bình thường pin lâu, nhạc hay..",4,32,1,0,1,0,1,1.0,2.0,2.0
Điện thoại tất cả OK có cái bin không như hãng noi Sài truoc tiếp mới 7 giờ đã phải sạc không như quảng cáo Sài được 2 ngày hoi thất vọng,3,32,1,0,1,0,1,-1.0,2.0,2.0
"Pin 4000 nhưng tuột pin thì khỏi bàn luôn, sạc 100% sáng ra mất 10% pin, trong khi để chế độ tiết kiệm pin. Khuyên các bạn xem xét khi mua hàng.",2,32,1,0,1,0,0,-1.0,2.0,2.0
"Mới mua được vài ngày mà pin tuột nhanh kinh khủng,  quảng cảo hẳn pin 4000mAh mà còn thua cả chiếc A7 pin 3300mAh t đang dùng, thật sự thất vọng",1,31,1,0,1,0,-1,-1.0,2.0,2.0
đt minh mới mua được 2 ngày xài rất ok mimh đang thử xài sat dự phòng thai vì sạt như bình thường xem pin co chai hay tuot pin ko,5,31,1,0,1,0,1,0.0,2.0,2.0
Cung đc nhưng đt xài 2 tháng rưỡi 97% ko biết co s ko ạ. Với lại ban đầu sạc 2 tiếng rưỡi là đầy bây giờ tận 3 tiếng lận,4,31,1,0,1,0,0,-1.0,2.0,2.0
sản phẩm quá tồi tệ. Sài nhanh hư wa vân tay ko nhạy. Sài tui pin kinh khủng. tui sài ước tính xem youtube dc 2 tiếng. chưa có chơi game,1,31,1,0,1,0,-1,-1.0,2.0,2.0
"Nói chung là cũng khá ổn áp, loa lớn, rung vừa đủ chứ ko mạnh, pin thì cũng tạm, xài đủ trong 1 tuần. Chỉ có sạc hơi lâu xíu thuiiii",5,31,1,0,1,0,1,-1.0,2.0,2.0
Tạm ổn về pin chơi liên quân khi quay màn hình ở góc k nhậy nắm còn trải nghiệm dc 1 ngày xem tiếp thế nào nói chung cũng ok,3,30,1,0,1,0,0,0.0,2.0,2.0
"Mọi thứ xài thì khá ok, chỉ có pin tuột nhanh kinh khủng, không xài cũng tuột 100% chực được 5p là còn 95% ý là không chưa game đó",1,30,1,0,1,0,1,-1.0,2.0,2.0
"San phâm tốt. Xài tây ok
Thấy moi nguoi bảo nhanh hết bin. Luc đâu minh cung cảm thấy v. Nhưng xài thág cảm thấy rất tiết kiệm bin luôn",5,30,1,0,1,0,1,0.0,2.0,2.0
Đt mới mua 5 ngày. Máy dùng ok.. lướt web fb ytb đồ k gần 2 ngày mới hết pin. Nhưng sao đt e sạc 7 tiếng mới đầy ạ..,3,30,1,0,1,0,1,0.0,2.0,2.0
Mới mua 1 con 7plus hôm qua đem về nhà còn 34% sáng nay tụt hẳn còn 8% so vs con 7plus 2 năm trước thì năm nay quá tệ,2,30,1,0,1,0,-1,-1.0,2.0,2.0
"Sản phẩm quá tệ. Mới mua mà dùng Pin nhanh hết. Cảm ứng bị đơ, độ sáng màn hình đang dùng mà cứ tự nhiên về chạy về mức tối.",1,30,1,0,1,0,-1,-1.0,2.0,2.0
"Xài tốt trải nghiệm tuyệt vời và pin trâu, sạc cũng nhanh nữa, sạc thường là đc rồi ko cần bật sạc nhanh để bền pin hơn. Vote 5 sao",5,30,1,0,1,0,1,1.0,2.0,2.0
Lúc đầu Sài OK nhưng tg gần đây pin tụt nhanh màng hình chính cứ có quan cáo noi lên hoài rất bực mình mong là có thể chỉnh lại,4,30,1,0,1,0,1,-1.0,2.0,2.0
Mua được 16 ngày thấy đt sài rất tốt pin 2 ngày mới sạc 1 lần mà sạc thì chỉ mất có 30 - 40p thôi rất tiện lợi,5,29,1,0,1,0,1,1.0,2.0,2.0
"Mình đã mua được  4 tháng và sau khi sử dung, mình kết luận như sau, wjfi bắt yếu, mic thu kém, pin trâu, còn mọi thứ thì ok",4,29,1,0,1,0,1,1.0,2.0,2.0
Qua 2 ngày sử dụng máy tệ. Pin tụt tất nhanh chơi game legends mobie tốn 10%pin 1 trận. Hao pin kinh lắm. Mua máy song hối hận,1,28,1,0,1,0,-1,0.0,2.0,2.0
mua gần 2 tháng rồi... sài ngon lắm nha mọi người. Chơi game nhanh hết pin thôi... còn bình thường nghe gọi lướt mạng 1 ngày thoải mái.,4,28,1,0,1,0,1,0.0,2.0,2.0
Xe ngon nhưng bình xăng thì bé.hết xăng là vô dụng(pin).nghĩ mà nản chẳng nhé dùng điện thoại lại còn lo hết pin ngày cắm sạc vài lần.,4,28,1,0,1,0,1,-1.0,2.0,2.0
"Mới mua 2 ngày, cảm nhận mọi thứ đều ổn, riêng pin thấy không hài lòng, tuột pin nhanh kinh khủng. Pin 5000 mà cứ như pin 3000.",4,28,1,0,1,0,1,-1.0,2.0,2.0
"Xài rất okey, sạc rất nhanh, pin cũng không đến nổi nào tệ như mấy bạn đánh giá. So sánh pin 4000 mAh với 5000mAh sao công bằng",5,28,1,0,1,0,1,1.0,2.0,2.0
Máy xài rất ổn. Cho hỏi máy sạc tầm 1 tiếng đầy pin là do sạc nhanh thời gian nó như thế hay pin xó vấn đề ạ,4,28,1,0,1,0,1,0.0,2.0,2.0
"Bàn phím dởm, nhắn tin hay bị nhảy chữ. Pin thì lướt web đọc báo thôi mà một ngày cũng sạc ít nhất 2 lần. Thất vọng.",1,27,1,0,1,0,-1,-1.0,2.0,2.0
Cũng rất tốt nhưng tôi Sài có mấy tháng thì pin bị phòng r có bán pin k vậy và giá bao nhiêu 3g wifi cũng được,5,27,1,0,1,0,1,-1.0,2.0,2.0
Em mua đc gần tháng rồi loa ngoài lâu lâu nghe nhạc bì rè rè nghe khó chịu lắm vs pin tụt hơi nhanh.cn lại khá ổn.,3,27,1,0,1,0,1,-1.0,2.0,2.0
sản phẩm rất tốt nhưng mình mới mua mà pin xài được co 1 ngày là hết à có thể nào khắc phục được không vậy a,5,27,1,0,1,0,1,-1.0,2.0,2.0
Mình thấy con A31 này dùng ko ổn lắm. Nếu so vs các dòng máy khác cùng phân khúc.  Cảm biến kém. Sạc chậm. Wifi hơi kém.,2,27,1,0,1,0,-1,-1.0,2.0,2.0
Cảm biến van tay quá tệ. Lúc được lúc ko. Mới mua 3 ngày. Ko chơi game chi nghe goi pin tuột nhanh. Nói chung ko ok,1,27,1,0,1,0,-1,-1.0,2.0,2.0
"Cảm nhận về sản phẩm rất là tốt, nhưng mà mình cảm thấy hình như đt tuột pin hơi nhanh, còn lại thì rất là ok",5,26,1,0,1,0,1,-1.0,2.0,2.0
Sản phẩm tốt pin sạc nhanh khỏi bàn không thấy lỗi gì OK không cần sạc qua đêm sáng dậy dọn dẹp nhà tiện thể sạc,5,26,1,0,1,0,1,1.0,2.0,2.0
"Mua hôm  26/4 , thấy xài mọi thứ đều OK,  thích nhất là sạc rất nhanh. Và xài cả ngày đến tối mới sạc 1 lần",4,26,1,0,1,0,1,1.0,2.0,2.0
"Mua đc 1 tuần mà thất vọng quá sạc đầy 100% pin ko xài để 4h mở lên mất hơn 20%... 
Xài mau tuột pin nữa....",1,26,1,0,1,0,-1,-1.0,2.0,2.0
Mọi thứ điều ổn nhưng pin k trâu lắm. Mới mua có 2ngày thôi nhưng pin sạc đầy 100% k làm gì vẫn tuột pin quá,4,26,1,0,1,0,1,-1.0,2.0,2.0
"Mọi người cập nhật phần mềm lại , nó sẽ bớt tốn pin, mình đã thử rồi, mọi thứ cũng ok, nhưng vân tay ko nhạy",3,26,1,0,1,0,0,0.0,2.0,2.0
"mới mua được 1 tuần quá thất vọng,vân tay cùi chục phát được 1 2 phát.pin trâu.mỗi tội vân tay quá tệ thua xa a8 star",1,26,1,0,1,0,-1,1.0,2.0,2.0
Pin chán thật wifi bắt kém cấu hình nâng cao mà chạy k bằng các máy cũ nói chung là k nên mua lưới reno 2F,2,26,1,0,1,0,-1,-1.0,2.0,2.0
"Tất cả những ai dùng con này đều gặp vấn đề về pin tụt nhanh và vân tay ko nhạy kể cả mình,sai lầm khi mua",1,26,1,0,1,0,-1,-1.0,2.0,2.0
"Pin tuột nhanh....hơn máy cùng cấu hình 
Mọi thứ đều ổn chỉ pin là nát
Ko sử dụng quên để phần mền chạy.ngốn pin cực kì",3,26,1,0,1,0,1,-1.0,2.0,2.0
Máy ok Loa thì bé quá ạ 💓💓 đc cả nhân bản 3 ứng dụng fb mes zalo quá tuyệt pin 5000 sài lâu 😊😊,5,25,1,0,1,0,1,1.0,2.0,2.0
Dùng rất là ok nhưng sao sạc mãi cũng chỉ đc có 97% là sao đã vậy pin dung lượng 5000 mà hết nhanh quá,3,25,1,0,1,0,1,-1.0,2.0,2.0
Sau 1 ngày sử dụng thì mình thấy pin cũng ko bền lắm. Mình chỉ lướt FB thôi mà 1 phút đã xuống 3%..buồn buồn,2,25,1,0,1,0,-1,-1.0,2.0,2.0
"Mọi việc đều ổn, pin thực sự rất kém, dùng rất nhanh xuống pin, mới sử dụng chưa tới tuần nhưng thất vọng về pin.",3,25,1,0,1,0,1,-1.0,2.0,2.0
"Máy tụt pin nhanh, chơi game thường xuyên rớt Wifi, mặc dù báo sóng đầy. Mọi người nên cân nhắc trước khi mua sản phẩm.,...........",1,25,1,0,1,0,-1,-1.0,2.0,2.0
Sau 3tuân sd thì đt sạc 100pt pin nhung chua toi 2p tuột 3pt pin. Nếu mn có ý định mua thì sn kỹ nha,2,25,1,0,1,0,0,-1.0,2.0,2.0
Dùng tầm 10 ngày thì mới vừa sạc thì pin lại báo còn 98%...hôm vừa rồi đổi 1 con vì mạng vào chập chờn. Ngán,1,25,1,0,1,0,-1,-1.0,2.0,2.0
Se ung hộ tiep. Lúc dau mua con nay thi hao pin sao do dc tu van đôi mới. Va còn đang sài ok lắm...,5,25,1,0,1,0,1,0.0,2.0,2.0
Điện thoại sài ổn nhưng không hiểu sao cứ để không qua đêm là bị sụt mất 10-12% mặc dù đã tắt hết đa nhiệm,5,25,1,0,1,0,1,1.0,2.0,2.0
"Chỉ tiếc là sac nhanh mà đến tận 3 tiếng mới đầy, dù không dùng máy lúc sạc còn lại moi thứ đều ổn",5,24,1,0,1,0,1,-1.0,2.0,2.0
Ko có lịch âm ... nói chung cũng tốt ... Moi xai nên chưa biết ra sao . nhưng bin thì thấy trâu đo,5,24,1,0,1,0,1,1.0,2.0,2.0
"Mình vừa mua được 3 ngày xài thấy cũng ok nhưng chuông đt, hay tin nhắn thì hơi nhỏ và cũng mau tuột pin",3,24,1,0,1,0,1,-1.0,2.0,2.0
Máy xài dc nữa năm khá là ok . chơi game thì tầm 2 3h mới hết pin mọi thứ điều tuyệt cho 5*,5,24,1,0,1,0,1,1.0,2.0,2.0
"Vừa mua được một ngày thấy hoạt động vẫn ổn nhưng pin nhanh hết quá, thấy rất không hài lòng về pin của đt",2,24,1,0,1,0,1,-1.0,2.0,2.0
"Sau 3 năm vẫn dùng tốt, Mọi thứ đều OK nhưng pin mau hết quá, chơi từ sáng tới tối mà đã hết rồi",5,24,1,0,1,0,1,-1.0,2.0,2.0
Máy đc các bác ạ em mua 1 thời gian xong nó sạc khoảng nửa ngày ms đầy ( mua đc tầm 2 tháng),5,24,1,0,1,0,1,0.0,2.0,2.0
"Đang test ,cơ bản là ok đv nhu cầu của mình FB ,zl youtube. Pin dùng thoải mái ,ngày thứ 2 mới cần sạc",5,24,1,0,1,0,1,1.0,2.0,2.0
Máy xài ổn định. Pin xài hơn 1 ngày mới hết. Mạng mẽo cũng OK. Mỗi tội  lúc có cuộc gọi thì mất data,5,24,1,0,1,0,1,1.0,2.0,2.0
Sao em mua về qua sáng đêm không sài mà tốn đi 4% pin dạ ạ.còn lại thì sài ok lấm ạ.chỉ pin thôi,5,24,1,0,1,0,1,-1.0,2.0,2.0
"Nhận máy hqa, thấy các bạn nói pin trâu, nhưng mình thấy máy của mình thì pin yếu quá, mọi thứ khác thì ok",3,24,1,0,1,0,1,-1.0,2.0,2.0
Máy tồi.pin lên mạng được 2 ngày ok.được kết nối với tivi samsung.máy rất nhiều chức năng mà các dòng dt khác không có.,5,24,1,0,1,0,-1,1.0,2.0,2.0
để im.không sạc.không làm zì đi ngủ.rờ phải máy nóng nhu sắp nổ....xài điện thoại hơn 10 năm.chưa thấy máy nào zỏm như a91,1,24,1,0,1,0,-1,-1.0,2.0,2.0
Sai thì OK mà Pin tuột nhanh quá.mới mua được 1 tuần mà giờ pin xún nhanh quá từ  100% sài 15phut còn 92%,2,24,1,0,1,0,1,-1.0,2.0,2.0
"Máy dùng 1h30 hết 3% pin , nói chung là ok , còn Wifi tạm ổn , có mấy ông chê bai 🤣",3,23,1,0,1,0,1,1.0,2.0,2.0
"Không có gì phải chê ngoại trừ pin điện thoại tuột hơi nhanh, chơi game sử dụng khoảng 7 tiếng là hết pin",5,23,1,0,1,0,0,-1.0,2.0,2.0
Mới sử dụng được 2 ngày pin để một ngày đêm pin từ 65 xuống 20 bật 4g. Nói chung chỉ đủ dùng,4,23,1,0,1,0,0,0.0,2.0,2.0
"Pin nhanh hết, bắt sóng 4g kém. Mới mua 3 ngày nên chấp nhận dùng thôi. Hiuhiu.k bằng con j7 cũ của mình",1,23,1,0,1,0,-1,-1.0,2.0,2.0
Sp rất tốt pin trâu cấu hình chơi liên quân rất ngon r trong tầm giá này thì remi not 7 là oki,5,23,1,0,1,0,1,1.0,2.0,2.0
"Mua đc nửa tháng mọi thứ bình thường,nhưng pin mới mia thì khá khỏe sau 2 tuần có sự sụt pin hơi hao",3,23,1,0,1,0,0,-1.0,2.0,2.0
Mua được 2 ngày nói chung tạm ổn.nhưng pin tụt quá.có cách nào khắc phục ko.để chế độ cho mà pin tụt mau,4,23,1,0,1,0,0,-1.0,2.0,2.0
"Mua hồi tháng 7, cảm thấy pin khá yếu, lướt fb khoảng 15' mà tụt hẳn 10%, mọi thứ còn lại đều oke",3,23,1,0,1,0,1,-1.0,2.0,2.0
"Mọi thứ điều ổn. Không phải người khó tính 
Nhưng pin sd máy chưa  dc 1h tụt 35%
Chỉ sd zalo,  fb,, vv",3,23,1,0,1,0,1,-1.0,2.0,2.0
"Mọi thứ đều ok hết, chỉ có điều pin 4300 mà xuống nhanh quá. Mới mua sạc 2 lần mà thấy hao pin",4,23,1,0,1,0,1,-1.0,2.0,2.0
Loạn cảm ứng bàn phím nhắn tin từ này thì ra từ khác chíp 660 còn thua 450 hối hận khi mua máy,1,23,1,0,1,0,-1,-1.0,2.0,2.0
Mọi thứ đều ổn nhưng sạc ko sử dụng nó vẫn rất nóng sạc tới 99% thì khoảng 10p nó mới lên 100%,4,23,1,0,1,0,1,-1.0,2.0,2.0
"Máy dùng tệ quá🤒🤒
Pin mau hết 4k5 mà thua 3k mất
Tụt quá nhanh chơi liên quân 1 trận hết 10% huhu",1,23,1,0,1,0,-1,-1.0,2.0,2.0
Pin trâu dã man. Sài ip mà cứ tưởng sài nokia ko bà con. Nói chung rất hài lòng với con ip11 này.,5,23,1,0,1,0,1,1.0,2.0,2.0
"Loa ngoài quá nhỏ,, cam sau chỉ 8M, trước chỉ 4 M, ko giống như thông số qc. Nhân viên tgdd 2a Trần Hưng Đạo, k 6, p5 tp Cà Mau vui vẻ nhiệt tình",5,35,0,1,0,1,2,2.0,1.0,-1.0
"Camera trước khi gọi Zalo, messenger bị mờ gọi cho tỗng đài hai lần một lần bảo mang ra để kiểm tra lần sau bảo là không phải lỗi gì hết do máy như vậy....!",1,35,0,1,0,1,2,2.0,0.0,-1.0
Mình Mới mua máy dc 2 tháng đt thường hay đứng máy nhảy loạn xạ mà vào thế giới di động nói để kiểm tra giúp thì mấy a cứ bảo đã cài đặt lại,1,35,0,1,0,1,2,2.0,-1.0,-1.0
Máy mua hôm thử xài tôi thử máy đã bị đứng rồi.mang ra Dmx đổi máy khác.nhưng nhân viên không cho đổi kêu đem về xài nào đứng máy nữa mới cho đổi.chán quá xá.,1,35,0,1,0,1,2,2.0,-1.0,-1.0
Ai nói hàng bị bóc tem trước khi mua tui ra tại của hàng tự bốc tem sp đẹp cầm sướng cả tay nhân viên TGDD thì khỏi bàn nhiệt tình chu đáo thân thiện.,5,35,0,1,0,1,2,2.0,1.0,1.0
"Giá cả rất hợp lý trong phân khúc smartphone. 
Vin làm tất cả vì khách hàng. Sẽ ủng hộ nhiệt tình sp Việt.
Cảm ơn Vsmart luôn quan tâm đến nhu cầu của. khách hàng",4,35,0,1,0,1,2,2.0,1.0,1.0
Máy này chỉ nên mua làm máy phụ thôi với các chức năng cơ bản chứ xem video hay nghe nhạc màn hình hiển thị kém loa rè dù để mức nhỏ chán samsung thật,2,35,0,1,0,1,2,2.0,-1.0,-1.0
Mình mới mua điện thoại vào hôm nay. Mua hộ cho chị gái nên chưa biết điện thoại xài như nào. Nhưng mình vẫn cho 4 sao cho nhân viên phục vụ quá nhiệt tình,4,35,0,1,0,1,2,2.0,1.0,0.0
"Iphone 7+ chụp hình đẹp , cấu hình mạnh và mình thích nhất là mấy anh giữ xe ở tgdd Quang trung kế ninomax gò vấp tphcm mấy a nhiệt tình chu đáo .",5,34,0,1,0,1,2,2.0,1.0,1.0
Mua được 7 tháng bị tắt nguồn lên xuống miết rồi tắt luôn đem xuống bảo hành bảo hư bo mạch thay 2tr5. Mình là tín đồ của oppo mà chừ quá thất vọng.,1,34,0,1,0,1,2,2.0,-1.0,-1.0
Mình duy chuyển nhìu sài 4g cả ngày. Con này bắt sóng 4g iếu. Thua con j7 pro đang sài. Lấy cái vsmart live của vợ sài thử con ngon hơn con A50 này,3,34,0,1,0,1,2,2.0,-1.0,0.0
"Điện thoại đẹp, màn hình rõ, nghe gọi OK, chụp hình cũng đẹp, giá tầm này thì quá OK rồi. nhân viên TGDD thoại sơn an giang thì cực kỳ dễ thương luôn 🥰🥰🥰",5,34,0,1,0,1,2,2.0,1.0,1.0
"Dòng máy này dùng rất thích. Thiết kế sang trọng, camera nét, vào mạng nhanh. Chính sách bảo hành rất tốt. Nhân viên nhiệt tình chu đaos. Luôn ủng hộ chi điện máy xanh",5,34,0,1,0,1,2,2.0,1.0,1.0
"Mới mua lúc sáng nay. Lúc đầu nhân viên có vẻ ko dễ thương nhưng lúc sau, rất nhiệt tình. Để sử dụng thêm vài hôm nữa , xem máy chạy ok ko?",4,33,0,1,0,1,2,2.0,0.0,0.0
Sản phẩm đc TGDD gửi hàng đã đc bóc có hoá dơn đầy đủ nhưng máy khá lag và wi-fi đang chs game hay bị ao ra k lý do khá ảnh hưởng,4,33,0,1,0,1,2,2.0,0.0,-1.0
"Thegioididong.com bây giờ chưa thấy phản hồi cho mình, lỗi màn hình vs nắp lưng là 2 vấn đề quan trong đối vs mình, đổi máy cũng chưa giải quyết được vấn đề.",1,33,0,1,0,1,2,2.0,-1.0,-1.0
Máy quá đắt so với quy định. Full nhựa mà giá đến 10tr5. 8tr thì còn xem xét. Điện thoại mới ra mà không có quà tặng gì. Thất vọng với ss quá,1,33,0,1,0,1,2,2.0,-1.0,-1.0
Mới mua hồi sáng 1/1/2020 ... Nói chung máy sử dụng mượt mà ... Giá lại bình dân ... Cám mơn nhân viên thế giới di động đã phục vụ tận tình ...,5,33,0,1,0,1,2,2.0,1.0,1.0
Mình vừa mua Vsmart active 3 cảm nhận đầu tiên là tốc độ lên mạng rất chậm camera chưa ổn thiết kế đẹp nhân viên tư vấn chuẩn từng dùng hàng Việt Nam,4,33,0,1,0,1,2,2.0,1.0,1.0
"Hơi giày nhưng mượt mà chạy ứng dụng tốt nhân viên OK hài lòng 0965603839
0348185898 là số phone của mình đã từng mua hàng ở thế giới Di Động máy năm nay",5,33,0,1,0,1,2,2.0,1.0,1.0
"Mới vừa mua xong à,máy rất đẹp bất wifi tốt lưới wet mượt
Nhân viên dmx tân phú thạnh huyện châu thành Hậu giang rất nhiệt tình
Mình thích nhất là chị ái:)))",5,33,0,1,0,1,2,2.0,1.0,1.0
"camera chụp hình đẹp, rõ( mặc dù mặt mụn nhiều ), loa tặng nghe rất lớn tiếng, lần đầu tiên sử dụng hãng huawei nên mình chỉ có thể nói vậy thôi",5,32,0,1,0,1,2,2.0,1.0,1.0
Chơi game bằng wifi nóng bỏng tay. Kém xa các dòng máy khác. Như Xiaomi chơi game bằng 4g máy chỉ hơi ấm lên. Còn chơi game bằng wifi thì khá mát.,3,32,0,1,0,1,2,2.0,-1.0,-1.0
1 đổi 1 . Máy thứ 2 vẫn bị lỗi màn hình khi kết thúc cuộc gọi màn hình không sáng để thao tác kết thúc cuộc gọi . Đến chán Xiaomi.,1,32,0,1,0,1,2,2.0,-1.0,-1.0
Màn hình với thân máy bị hở thấy keo hết trơn thế mà đem ra tgdd bảo k sao cả. Chất lượng và thái độ phục vụ sau bán hàng quá kém.,1,32,0,1,0,1,2,2.0,-1.0,-1.0
Mọi thứ đều ok mới nhận máy hôm tại đmx phố giắt  nhân viên tư vấn quá nhiệt tình chiến game khỏi bàn nhưng mà mỗi tội ko fun HĐ đc,5,31,0,1,0,1,2,2.0,1.0,1.0
"Máy đẹp mướt, chụp hình bao ảo, mới mua chưa test game. Nhân viên TGDD 403-405 Nguyễn Văn Cừ Ninh Kiều Cần Thơ vừa xinh mà còn tư vấn nhiệt tình",5,31,0,1,0,1,2,2.0,1.0,1.0
"sản phẩm camera chụp tuyệt đỉnh, bộ nhớ 128gb lưu trữ thỏa thích, chế độ bảo hành và các bạn kỹ thuật hỗ trợ rất tốt, sẽ ghé đmx dài dài",5,31,0,1,0,1,2,2.0,1.0,1.0
"Mới mua điện thoại này tại tgdđ, tạm thời điện thoại không có dấu hiệu lỗi gì, nhân viên phụ vụ tư vấn nhiệt tình, rất hài lòng với bên shop",5,31,0,1,0,1,2,2.0,1.0,0.0
Tôi sử dụng game này kia bình thường. Nếu bị lỗi thì đem ra đổi cái khác. Giá 3tr mà được cấu hình ỗn định với Pin trâu là ngon rồi.,5,31,0,1,0,1,2,2.0,1.0,0.0
"Máy mới mua được 2 ngày, cảm ứng rất tệ, chậm và đơ. Có chính sách 1 đổi 1, không biết ĐMX sẽ áp dụng thế nào, 1 chút lo lắng!",3,31,0,1,0,1,2,2.0,0.0,0.0
"Điện thoại đẹp nhưng cam chụp hơi xấu luôn ủng hộ hàng việt nam ,còn dùng lâu dài thì chưa bt,nhân viên tgdd bình long bình phước tư vân nhiệt tình",5,31,0,1,0,1,2,2.0,1.0,1.0
"Sản phẩm tốt hay xấu là do nhà sản xuất nhưng nhân viên thế giới di động nhiệt tình thật đấy, mua ở 477 LNQ Thái Nguyên. Vote cho 5 sao",5,31,0,1,0,1,2,2.0,1.0,0.0
"Thiết kế đẹp. Máy dùng mượt ghê. Cấu hình oke trong phân khúc,. Thích vivo vì thiết kế nào cũng đẹp hơn các hãng khác. Bỏ ra 4tr9 xứng đáng",5,30,0,1,0,1,2,2.0,1.0,1.0
"Mình nhận máy từ 2
1.9 được mã 100.000 mua hàng ở ĐMX với giá 4.190.000 Quá ngon luôn bà con ơi. Con ốp pồ cùng giá thua xa nhá.",5,30,0,1,0,1,2,2.0,1.0,1.0
"Mới mua máy này hồi chiều ngày 2 tháng 2 năm 2020, đến giờ vẫn thấy chưa có lỗi gì, chơi game rất mượt, mọi người nên tin hàng Việt.",5,30,0,1,0,1,2,2.0,1.0,1.0
Sản phẩm Vin dần dà đã được tối ưu. Cấu hình quá ngon trong tầm giá. Đặt lên bàn cân thì sp của Việt Nam vẫn ngon hơn đồ tàu,5,30,0,1,0,1,2,2.0,1.0,1.0
mới mua được mấy ngày máy đã giám giá 1tr.tiếc quá.máy bắt wifi kém quá.hôm trước ra tgdd định gửi hãng thẩm định nhưng mất 10 ngày nên lại thôi,4,30,0,1,0,1,2,2.0,-1.0,-1.0
"Máy này thực sự sài lâu mỏi mắt hại mắt lướt fb ko mượt cảm giác vấp,mua thế giới di động sài 3 ngày mang trả lại mất toi 1tr",1,30,0,1,0,1,2,2.0,-1.0,-1.0
"oppo A31 với mức giá tầm trung nhưng cấu hình ở tầm cao.. máy xài mượt , chơi game tốt..nhân viên tư vấn bán hàng nhiệt tình.. tư vấn ok",5,30,0,1,0,1,2,2.0,1.0,1.0
"Máy hay bị Đứng đôi lúc nó chớp chớp màng hình cứ giựt giựt sao ấy, mới mua đc 2 ngày ở tgdd nè giờ đổi hk đc mất20%",1,29,0,1,0,1,2,2.0,-1.0,-1.0
Loa ngoài bé quá ạ...mở hết cỡ mà cũng thấy bé ạ.ko biết máy vậy hay bị lỗi đây ạ....còn nhân viên ở đó phục vụ rất nhiệt tình,5,29,0,1,0,1,2,2.0,1.0,0.0
Máy đẹp tuyệt vời oke mọi người không có ốp lưng thành ra máy không có tác dụng dễ trầy xước máy nhanh lắm dể hỏng khi va đập,3,29,0,1,0,1,2,2.0,-1.0,0.0
"5 triệu cho một chiếc máy chạy helio p35. mà chỉ hd+. bộ nhớ 128gb để làm gì, 4 camera để làm gì. vivo toàn lừa người dùng thôi",1,29,0,1,0,1,2,2.0,-1.0,-1.0
Chưa mua nhưng dùng Vsmart live thấy tốt nên nghĩ con này đoán cũng sẽ tốt. Cho 5 sao vì giá và cấu hình máy. Ủng hộ hàng VN.,5,29,0,1,0,1,2,2.0,1.0,1.0
Máy vừa  bảo hành phần nguồn xong. Thì các phần ứng dụng không còn. Và tính năng của máy giảm sút. Rất buồn khi mua sản phẩm Việt Nam.,1,29,0,1,0,1,2,2.0,-1.0,-1.0
"Mới mua 1,5 thág 10tr490 huhu nay con 9tr190 huhu
Sau nhanh lỗ quá dạ 😒
Sau mìh mua k có tai nghe blutouth mà tai nghe ghim ta",5,29,0,1,0,1,2,2.0,-1.0,-1.0
"Tức quá trước mua để iPhone xách tay xài còn mạnh hơn ở the giới di động,mua kêu nó tải cho bài nhạc chuông nó Ko tải.dt chạy chậm",1,29,0,1,0,1,2,2.0,-1.0,-1.0
"Máy đẹp , cấu hình đủ dùng , camera vs khóa khuôn mặt tốt , tiếc là máy chưa đc update lên android 9 , nhân viên nhiệt tình",5,29,0,1,0,1,2,2.0,1.0,1.0
"Giờ mấy biết những ai đang xài những con máy vismart hay realme mà wifi yếu là do tắt dịch vụ vị trí nhé ,bật lên là max mạnh",5,29,0,1,0,1,2,2.0,0.0,0.0
"Mua ở TGDD thì khỏi lo về chính sách bảo hành nha mn.
Hầu như tất cả các đồ điện tử trong nhà mình đều mua ở TGDD_ DMX",5,29,0,1,0,1,2,2.0,1.0,0.0
"Thửa đất số 1618, tờ bản đồ 01, khóm 1, TT. Lai Vung, H. Lai Vung, T. Đồng Tháp phục vụ nhiệt tình. Máy mạnh chơi game tốt",5,28,0,1,0,1,2,2.0,1.0,1.0
