Comments,n_stars,len_cmt,Pin,Service,General,Others,SGeneral,SPin,SSer,SOth
Not 10+ có 2 điểm trừ... 1 là khi lên androi 10 thì cập nhật phần mền các ứng dụng trong CH Play load rất chậm kể cả dùng wifi hay 4g. Điểm thứ 2 là dắc cắm sạc vào máy cứ dayl day kiểu gì rất khó chịu.. điểm nữa coi như ko tính đó là gửi tin nhắn zalo thỉnh thoảng hơi đơ,4,65,0,0,0,1,2,2.0,2.0,-1.0
"I bought this phone some hours ago, because I like this Vietnamese phone model with good quality with an affordable price. However, I've just found out now about this one thing that is too disappointing.
In the advertisement, it says that the rear camera (back camera) has 48MP. When I checked the camera settings, it's only 12MP. So fake. 12MP is too far from 48MP.",1,65,0,0,0,1,2,2.0,2.0,0.0
"Minh dung con note +.lỗi phần chân sac pin,nó tích hợp quá nhiều ứng dụng công năng vì thế thời tiết ẩm ướt là ko sạc được pin.mới mua máy vài hôm sạc pin không vào ra hỏi TTBH ss.nó trả lời lỗi ro người dùng bị dính nước ,tư vấn mình thay cụm chân sạc nếư đồng ý phải thanh toán hơn 1tr.",1,64,0,0,0,1,2,2.0,2.0,-1.0
"Điện Máy Xanh là nơi mua hàng được nhiều người ưa chuộng , sao ĐMX không bán như Máy Ảnh hay Gopro ... Có một số nơi bán về điện thoại cũng như các máy ảnh hoặc gopro .
Mong ĐMX nhập mặt hàng như Máy Ảnh , Gopro 
Đặc biệt GOPRO là đc nhiều người ưa chuộng như làm youtube , hành trình",5,64,0,0,0,1,2,2.0,2.0,0.0
Máy mua để sử dụng bình thường thì được còn ai mua chiến game thì đừng mua. Chơi pubg dùng gyroscop nó bị chậm khoảng 0.5 giây. Ghìm tay thì giật từng phát k có độ ổn định. Mới mua xong về bán lại mất 20% giá trị so với ban đầu. Đừng ai mua chơi Game. Game chọn mua dòng Xiaomi chất nhất,3,64,0,0,0,1,2,2.0,2.0,-1.0
"Mình mới mua a51 nói chung có 1 số ưu nhược điểm như sau: Khởi động quá chậm, ko biết do dòng sam sung hay sao nữa, đang dùng j7+ vẫn vậy. nghe qua bluetooth hay bị ngắt quãng, ko bằng máy j7+ mà mình đang dùng...được mỗi chụp ảnh tạm ok...còn các phần khác chưa kịp so sánh nên chưa đánh giá đc",2,64,0,0,0,1,2,2.0,2.0,-1.0
Chưa xài lần não hãng này... Nhưng cái 11 này ung y nhất khi xài Appel mà xài Màu đỏ logo vàng hoặc ngược lại  thì khỏi nói tới độ sang chảnh của giới thuong luu. Appel cầm màu đỏ là khỏi cần tới gần cũng quy phai thanh lịch qua ve thân thái của logo. Có tiền sẽ rinh cai 11 về...,4,63,0,0,0,1,2,2.0,2.0,1.0
"Sai lầm khi vào tgdd vè dc nv tu van mua oppo A9 2020 để chơi game.
Vào face chọn ảnh tải lên thì ko hien thị dc ảnh của máy.
Lướt face thì hien thi ảnh chậm.
Thậm tệ hơn là vao wep tải dữ liệu quá kém.man hinh trắng bốp.ko có gì. Phải kéo xuống 1 cái mí tải dc wep",1,63,0,0,0,1,2,2.0,2.0,-1.0
"Đang định mua mà phân vân với con nokia 7.2 thực sự mà nói thì chât lượng hiển thị va chât lượng ảnh chụp cua nokia  gần gần như iphon, chứ những con này thông số là 64 mp mà chụp chât lượng va độ thật chi tiêt bức ảnh còn thua cả 12mp iphon...ngta thường nói thùng rỗng kêu to mà",2,62,0,0,0,1,2,2.0,2.0,0.0
iPhone 7 Plus thể hiện sự đột phá của Apple về camera với bộ đôi camera kép có cùng độ phân giải 12 MP lần đầu tiên xuất hiện trên các chiếc  iPhone 7 Plus sẽ có một camera góc rộng và một camera tele giúp máy có thể zoom quang học lên 2 lần mà vẫn giữ nguyên chất lượng ảnh.,5,62,0,0,0,1,2,2.0,2.0,1.0
"Mua đồ cũng do người dùng, kĩ kĩ xí, chứ gặp chơi liên quân ầm ầm thì mua iPhone mà dùng. Với lại không phải con nào cũng như con nào. Hên thì gặp đúng con sài ngon máy mượt, pin trâu. Xui thì khỏi nói, mua rồi thôi nhân viên mừng lắm, đổi trả cái kiểu, chứ đem lại đổi thì...",4,62,0,0,0,1,2,2.0,2.0,0.0
"Đang xài con K1 Bronze 2 sim thấy rất hay. Hình như bản 4/64Gb màn hình và ảnh chụp tối hơn bản 3/32Gb, Lâu nay quen mua bên FPT giờ muốn trải nghiêm BB brand new bên TGDĐ lần đầu cũng hơi lo, nhất là có bình luận nói máy 4/64 không nhận thẻ Sim và ko có cài đặt vân tay",4,62,0,0,0,1,2,2.0,2.0,0.0
Mình dùng máy đc hơn 1 tháng cảm thấy việc vào mạng của máy hơi kém ở những khu vực đông ng thì gần như là ko lướt web đc vào mạng cứ quay tít  mù trong khi những máy xung quanh thì vẫn lướt đc bt còn lại mọi thứ thì ok mong nhà phát hành có lời giải đáp,3,61,0,0,0,1,2,2.0,2.0,0.0
"Mình mua máy về xài thử đúng 1h là đem dẹp ngay, hôm sau trả máy lại.
1. Cầm máy cảm thấy khá nặng và rườm rà
2. La bàn không chính xác
3. Android gì mà sửa lại gần hết, mình phải xóa nhầm mấy tin nhắn vì trên các dòng máy khác ở vị trí đó là nút reply.",1,61,0,0,0,1,2,2.0,2.0,-1.0
"Mới mua về đc một ngày thì máy sập nguồn định mang dk trả thì khởi động lại thấy máy lên nên thôi 
Sau đó thì máy bị đơ , lag , chơi game hay giật :(( nhiều lúc chỉ muốn đáp cái máy cùi bắp này đi 
Chân thành khuyên mọi người k nên mua dòng máy này :(((((((",1,60,0,0,0,1,2,2.0,2.0,-1.0
"Nhìn máy đẹp. Có điểm lâu lâu máy lại bị lỗi, lỗi có khi đèn pin ko bật được, lúc bật được lại ko tắt được, phải khởi động lại thì mới được. Sóng máy này hơi yếu. Được cái chơi game thì sướng, lúc mới mua chơi chỉ hơi nóng. Sau 10 ngày chơi game máy nóng hẳn lên",5,60,0,0,0,1,2,2.0,2.0,1.0
Ủa cho em hỏi là iphone 7plus chính hãng của tgdd là không có loại 64G hay 128G dạ ? Hay là nó độc quyền 32G à . Còn mấy cái 7plus G cao là hàng nhái hay sao ? Tại em ra tgdd kiếm mà chỉ có 32G thôi nên mua luôn 😂 giờ thắc mắc lên hỏi 🤔🤔,5,60,0,0,0,1,2,2.0,2.0,0.0
"Mới mua về hôm qua, màu matte, cảm thấy rất okie luôn ^.^ Mình cũng từng đắn đo vì phải bỏ ra 20 triệu mua đt dòng cao cấp., nhưng lỡ đam mê rồi, nên mình quyết để dành từ đầu năm để mua luôn. Mong các bạn cũng luôn tỉnh táo để chọn sp ưa thích nhé !!",5,59,0,0,0,1,2,2.0,2.0,1.0
"Tôi đang sài S20 + rất hài lòng về thiết kế và cấu hình mạnh. Màn hình rõ nét đem lại cảm giác dễ chịu cho mắt.về phần cấu hình thì máy chạy rất ổn, ko nóng tôi đã sử dụng có lúc lên đến 10h liên tục trong ngày. Vì đang dc rảnh trong mùa dịch Vovid 19.",5,59,0,0,0,1,2,2.0,2.0,1.0
"Cho em hỏi e mới mua ip7 plus 32g do tay hơi ướt nên bấm nút home mạnh bgio bị dính
Với cảm biết hok còn như truóc
Cảm ứng thì lâu lâu nhãy lung tung
Chất do nước vào
Đt e sửa được hok và bao nhiêu tiền
Sau đó xài ok như lúc đầu k ạ",5,58,0,0,0,1,2,2.0,2.0,0.0
"Mua từ lúc mới ra tới giờ đc cái cấu hình còn lại mọi thứ ko đc ổn định cho lắm bực nhất cái khoản jack tai nghe cấm vào nghe xong rút ra là bị mất âm thanh loa trong phải reset lại , đã cập nhật 3 4l từ hệ thống vẩn ko khắc phục đc",2,58,0,0,0,1,2,2.0,2.0,1.0
"Ai đam mê xem phim, chơi game mình khuyên thật sự
Đừng nên phí tiền mà mua con máy này
Máy 13x tr mà thua cả con 1tr3
Bắt sóng cực kì kém
Trải nghiệm 4 tháng được cài bản vá vài lần nhưng không ăn thua.
Bắt sóng quá chi là kém lại còn chập chờn",1,57,0,0,0,1,2,2.0,2.0,-1.0
Điện thoại này mua trên tiki giá có 2890.000 phiên bản 4G RAM thôi các bạn ơi. Mình đã mua hai máy rồi Nguyên Siêu chưa kích hoạt bảo hành Nói chung chất lượng tốt tại vì vsMart có thông tin bảo hành điện tử Minh vào kiểm tra là biết sẽ kích hoạt hay chưa à,5,57,0,0,0,1,2,2.0,2.0,0.0
"Kirin 980 8GB ram 128GB rom thì lag sao đc mà lag
Sau 1 ngày sd thì phải gọi là ok vl
Pin dùng đc 1 ngày đv mình nhe (face, mess, zalo, ytb, CoDM, Pubg,...)
Quái vật hiệu năng trong tầm giá
(nếu thêm tấm nền Amoled nữa thì chắc chơi 1 mình luôn quá :)))",5,57,0,0,0,1,2,2.0,2.0,1.0
Mua từ ngày vừa ra..mua chủ íu để chơi liên quân..2 tháng đầu rất mược. Nhưng chẳn hỉu sao từ tết tới h lại có dấu hiệu lảng mạnh..lúc đầu thì chơi game thì máy tự khỏi động lại..còn h thì lước facebook kung bị khỏi động lại..7tr 799k của mình không đáng tí nào..mong ad duyệt,1,57,0,0,0,1,2,2.0,2.0,-1.0
Màn hình sọc . đổi 2 cái mà vẫn vậy. Cảm ứng rất tệ.  Màn hình nên khắc phục . mỏi lần nóng máy hoặc bâth 4G là sọc đọc không được tn luôn. Nhấn vào màn hình là sọc. Cứ lên bảo hành nói là lỗi phân mềm cáp nhật về cũng vậy. Quá tệ,1,56,0,0,0,1,2,2.0,2.0,-1.0
"Đây là đánh giá sau 5 tháng dùng 😆
Liên quân ngon vẫn giữ dc 60 fps nếu wifi ổn 
Tốc độ thì vẫn ổn theo thời gian 
Có điều là máy này chắc sẽ không được update Android 10 đâu :(
Ram 2GB của itel sẽ không làm ae thất vọng theo thời gian đâu⬆",5,56,0,0,0,1,2,2.0,2.0,0.0
"Hình như chỉ có 1 bên loa nghe được thôi, mình bịt loa bên trái thì vẫn nghe bth, mà bịt bên phải thì không nghe gì nữa. Không biết là do máy như vậy, hay là hàng bị lỗi nữa .máy của mình tình trạng y trang bạn huyền ko biết phải làm s nữa",3,56,0,0,0,1,2,2.0,2.0,0.0
"Chơi game duy chuyển luôn bị khựng, lâu lâu y như trời chồng đừng cứng ngắt, tăng lên 1000ms vẫn khựng. Ko chơi được bất kỳ game nào. Game nào vào duy chuyển kèm thao tác cùng lúc ko được, cảm ứng ko nhạy. Mua trả góp giờ chưa đống đủ tiền ko biết ra sao.",1,56,0,0,0,1,2,2.0,2.0,-1.0
Mua sd 1 hôm chơi game đc 2h máy treo. Mang qua đổi cái mới vẫn ko khắc phục đc. Máy yếu ra.. dùng đc hơn tháng lại bị lỗi khi nghe cuộc gọi đến ko đc. Phải bật loa ngoài.. lần đầu sd sp bên này nãn thật.có thể ht đổi sp khác ko vây,1,56,0,0,0,1,2,2.0,2.0,-1.0
"Lướt mượt dẫu phản hồi chậm khoảng 0.2 s nhưng tạm ổn,game oke, bật mức trung bình là chiến cân hết, điểm trừ là giao diện màn hình nhìn cực kì bực mắt, wifi bắt kém hơn của Xiaomi, nhưng cũg không quá tệ lắm ,vẫn ngon, khuyên nên mua bản 4g/64gb thì tốt hơn",4,55,0,0,0,1,2,2.0,2.0,0.0
"Mọi người dùng s20+ cho em hỏi với. khi mở video hay ca nhạc đại loại là âm thanh có bị dung máy, cầm máy cảm thấy âm thanh dung rất mạng ở phía sau lưng máy ko ạ. Em mở 1/2 volum cũng vẫn bị như vậy. Có phải máy bị lỗi không ạ",3,55,0,0,0,1,2,2.0,2.0,0.0
Mình đặt trước joy3 nhưng khi mua về dùng được 2 ngày thì phát hiện ra lỗi chụp hình ảnh trực tiếp trong tin nhắn zalo bị lỗi. Mình đổi máy lần 2 vẫn bị lỗi nên đành trả lại. Mặc dù sản phẩm mình ưng ý nhưng mình lại ko có cơ hội dùng.,4,55,0,0,0,1,2,2.0,2.0,-1.0
"Rất ngon, nhưng cảnh báo là đừng vào Cửa Hàng Chủ Đề để thay đổi phông chữ. Đây là một lỗi khá là nghiêm trọng khi mà nó khiến cho việc sử dụng trình duyệt lâm vào tình trạng bị văng, lỗi, hoặc tệ hơn ở cốc cốc là không cho truy cập luôn.",5,54,0,0,0,1,2,2.0,2.0,-1.0
Cho mình hỏi sản phẩm xuất hiện lỗi. Có thể đổi con máy khác trong bao ngày sau khi mua ạ. Hiện máy mình nó xanh màn báo: error system đại khái là lỗi. Sau đó mình khởi động lại thì bình thường nhưng đơ hơn trước. Máy mùa đc tầm nửa tháng ạ,3,54,0,0,0,1,2,2.0,2.0,-1.0
"ĐT A71 mới mua dc 6 ngày, chơi game nhẹ khoảng 15 đến 20p xuất hiện tình trạng màn hình chớp tẳt liên tục, những lúc ấy nút Back trở nên tê liệt ko xài dc, đành phải xài nút home rồi đóng tất cả, chán. Mà trên đây ko gởi dc đoạn video.",4,54,0,0,0,1,2,2.0,2.0,-1.0
Ko biết có phải do mình mua nhằm đợt điện thoại kèm chất lượng hay không sau 9 tháng sử dụng thì giờ e nó Xem phim bị đơ nghe nhạc bị đơ vào game bị đơ mở khóa khuôn mặt vô dụng ...nói tóm lại đa cho e nó vào viện bảo tàng,1,54,0,0,0,1,2,2.0,2.0,-1.0
"Mình định mua cái này nhưng cũng may là vào đây xem được đánh giá của mọi người đã từng sử dụng qua, nghe nói vậy thì quả thực máy quá nhiều khuyết điểm. Không dám nghĩ đến việc chọn mua mẫu máy này nữa, mặc dù trước giờ cũng là fan của Xiaomi.",1,54,0,0,0,1,2,2.0,2.0,0.0
"Bán thì đắt lòi, lại còn khung kim loại, khung nhựa rõ ràng, đã xem review nhiều kênh công nghệ đều nói khung nhựa, nếu khung kim loại, kể cả loại cao cấp đều có vạch ăng ten bằng nhựa. Nhiều loại khung bằng nhựa đều cố tình nói khung kim loại, lùa đảo.",1,54,0,0,0,1,2,2.0,2.0,-1.0
"Mới nhận hàng hôm qua! Máy đẹp, loa ổn! Hiệu năng OK!
Tuy nhiên Miui 11 trên android 10 chưa tối ưu tốt cho lắm, giao diện gọi điện thuần google chưa tùy biến, tài khoản micloud chưa đồng bộ được cuộc gọi, tin nhắn cũng vậy,  hdr trên Youtube chưa tối ưu lắm!",4,54,0,0,0,1,2,2.0,2.0,1.0
BQT cho mk hỏi là mk mua con xiaomi redmi note 8 pro đc 5 thánh và giờ mk muốn đổi các con máy này lấy con note 9s này liệu có đc ko và có giá bao nhiêu ạ mong BQT  cho mk biết ạ liệu có đổi máy đc ko ạ,4,53,0,0,0,1,2,2.0,2.0,0.0
Tui thật sự không hiểu Bb key2 giờ này mà còn giá này thì xác định tồn kho dài dài. Cấu hình đã lỗi thời trong khi HtC và Bb đã ngưng hợp tác sản xuất phần cứng các thiết bị. Mấy nay tầm 10tr đổ lại may còn có fan BB mua.,1,53,0,0,0,1,2,2.0,2.0,-1.0
"Mk dùng đc mấy ngày thì mướt xong bị tình trạng lướt như đua chậm , nhấn vào ứng dụng cũng vậy , toàn phải khởi động lại máy mới mướt lại bt , mk 1 đổi 1 r mà vẫn bị tình trạng như vậy. Có ai bị như mk k 🤗",4,53,0,0,0,1,2,2.0,2.0,-1.0
trước dùng con mobell ram 512mb mà nó còn mượt hơn con máy này. qá thất vọng về thế hệ điện thoại phân khúc thấp. ram 1gb mà lắm ứng dụng Go. android 8 chiếm quá nhiều bộ nhớ. nếu máy này root được đảm bảo tôi sẽ gỡ hết những ứng dụng,1,53,0,0,0,1,2,2.0,2.0,-1.0
"Sao cứ yêu cầu dùng vmessenger vậy , đã bấm bỏ k k muốn đăng kì , lần sau vào nó lại hiện 
Thêm 1 điều là lần đầu đăng nhập tk vinsmart nó hiện 1 thông báo gì đó thiết bị không an toàn do đã bị bẻ khoá là sao ???",1,53,0,0,0,1,2,2.0,2.0,-1.0
"Sau 1ngay đêm. Cảm nhận: game liên quân rất mượt. Hình ảnh max cấu hình,d độ sáng 50% hơi ấm nhẹ. Tốc độ mạng rất OK. Chơi game thì rất OK.
Chụp hình: camera trước thì chụp đẹp. Thấy từng cọng lông mày. 
Nhưng camera sau hình ảnh xấu 64mpx mà giống 12mpx.",5,53,0,0,0,1,2,2.0,2.0,1.0
"máy dùng hay bị out ra màn hình chính, một số ứng dụng khởi động lại khi thoát ra màn hình chính chưa đến 30s trong khi máy có ram tới 4GB, Yêu vầu nhà phát triển thêm chức năng cuộc gọi dưới nền để người dùng có một trải nhiệm tốt hơn",1,53,0,0,0,1,2,2.0,2.0,-1.0
"Chẳng hiểu cái cằm dầy cui ở dưới để trống làm gì mà ko gắn cho người ta cái đèn LED thông báo nhỏ, ko đèn báo sạc, ko đèn báo tin nhắn, ko đèn báo gọi lỡ ??? Nhược điểm này tuy nhỏ nhưng thật sự rất rất rất khó chịu !!!",3,53,0,0,0,1,2,2.0,2.0,-1.0
"Có ai xài mà cài được khoá ứng dụng được ko ạ? Ví dụ mình muốn khoá một số ứng dụng như tin nhắn,face, message....thì làm thế nào? Máy cũ Oppo neo 9 mình khoá cái  này ok, giờ mua máy mới tìm hoài chả thấy , chỉ có khoá màn hình thôi",3,53,0,0,0,1,2,2.0,2.0,0.0
Mới mua 3 ngày tại đmx nhưng xem Youtube hình ảnh nhợt nhạt ko được sắc nét kể cả FB cũng vậy cứ bị nhờ nhờ. Camera trước chụp ảnh nhạt lắm ko bằng con huawei6yll tôi mua hơn 3 nămđang dùng hình ảnh xuất sắc đẹp hơn. Camera chụp còn tươi hơn.,1,53,0,0,0,1,2,2.0,2.0,-1.0
"Cho mình hỏi sao sản phẩm này cuộc gọi trong messenger lại không đổ chuông mặc dù cài đặt vẫn có chuông , âm lượng cuộc gọi , đa phương tiện mở mức cao nhất . Mới mua dc mấy ngày hm nay xài thử thì thấy vậy . Cần tư vấn",3,52,0,0,0,1,2,2.0,2.0,0.0
Cho e hỏi là hôm hôm 28/8 e có mua chiếc điện thoại vsmart live 4 ở thế di động nhưng khi cắm tai nghe vào âm thanh nghe rất tệ và tiếng to tiếng nhỏ. Vậy em có được đem đến cửa hàng để đổi hoặc sửa chữa không ạ ?,4,52,0,0,0,1,2,2.0,2.0,0.0
Dòng A năm 2019 sam sung làm quá chán chỉ thích mỗi con A8 star thôi. Dòng A ra sau quảng cáo cho cố ram 6gb mà chơi game giật đùng đùng thua con s7 edge nữa thấy mà nản. Đợi năm 2020 ra xem sao chứ hết dám mua dòng A,3,52,0,0,0,1,2,2.0,2.0,0.0
"Chuẩn bị mua mà thấy chê nhiều quá , giờ ko bit sao, nghe noiz oppo chụp ảnh đẹp, vào thấy bl chê nhiều, pin mau tụt là đúng vì màn hinh , nhưng củng dùng tầm 8h, mn ai bit rỏ về oppo a92 cho mjk ý kiến , cam on",5,52,0,0,0,1,2,2.0,2.0,0.0
"Vsmart Active 3 chụp hình chơi game quá tuyệt vời, chỉ có 4,5tr mà mình chơi game PUBG mobile với Liên Quân khác gì máy giá trên 7tr đâu, máy này dành cho mấy ace nào cần tìm máy chơi game, theo mình máy này là hợp với giá máy mạnh nữa.",5,52,0,0,0,1,2,2.0,2.0,1.0
"Camera mờ thấy nó quá ảo,  mua từ tháng 12/2019 giờ tháng 5 2020 máy hay bị đơ lag,  đơ tới nỗi k làm gì dc k tắt màn hình dc luôn.  Để 5p nó tự  tắt nguồn mới đc. Mình là nữ xài mà nó còn vậy. Tức bán luôn rồi",1,52,0,0,0,1,2,2.0,2.0,-1.0
"Máy chơi game rất tốt.Nhưng khi mua hàng mình không đọc thông số camera cho nên bây giờ mình muốn trả lại điện thoại ạ.
  Điện thoại,Hộp,vỏ giấy bảo hành còn nguyên nhưng mà mất hoá đơn rồi ạ ,bây giờ trả lại ko có hoá đơn có được ko ạ",5,51,0,0,0,1,2,2.0,2.0,1.0
Dạ a ơiii máy em mua cách đây khoảng 2 tuần từ khi cập nhận bản mới sau nó hay bị đứng máy tầm 10mấy gì có khi lên đến 4-5 phút nó có cho thao tác gì cả và nó tự khỏi động lại có cách khác phục k à,4,51,0,0,0,1,2,2.0,2.0,0.0
Mua và sử dụng được 1 tuần thì mk thấy con reno3 này ko có j để chê với 1 người chỉ dùng các tính năng thông dụng hằng ngày và chơi 1 vài game nhẹ. Còn chơi mấy game nặng thì chưa biết vì ko chơi game j cả 😆😆,5,51,0,0,0,1,2,2.0,2.0,0.0
Mấy b nào nói ximiao not 8 chụp hình hơn con này là vì mấy b chưa biết cách chỉnh sửa ảnh nhé...mình đi mua so sánh camera 2 con..con này sắc nét và màu thực hơn nhé..còn muốn đẹp hơn thì vô chỉnh sửa hình ảnh là ok hơn nhiều...,4,51,0,0,0,1,2,2.0,2.0,1.0
Cho em hỏi em vừa mới mua iPhone 11 pro max . Nhưng màn hình của em nó bị ám vàng ạ . Em mua về đến tối thì em mới để ý là màn hình bị ám vàng . Không biết đó là lỗi hay như thế nào ạ .,4,51,0,0,0,1,2,2.0,2.0,-1.0
"Sao máy mình khi mở khóa màn hình lên thi thoảng lại bị trường hợp là chỉ hiển thị mỗi hình nền, k nổi các icon là như thế nào ạ.. Phải chờ 20s nó mới nổi icon lên.. Như vậy có phải bị lỗi k ạ.mới mua dc 2 ngày",4,51,0,0,0,1,2,2.0,2.0,-1.0
Mọi ng oi.. ! Những bạn nào đang bị lỗi khi gắn tai nghe vào máy mà cảm ưng bị loạn thì mik có cách khắc phục đây! Mọi ng chi càn tháo bỏ tấm dán màn hình đó ra thay bằng tấm kính cường lực sẽ hết bị lỗi nhá..!,4,51,0,0,0,1,2,2.0,2.0,0.0
"Hồi trước mình có mua một chiếc REDMI NOT 9S tại TGDĐ , mà nó cứ hay bị tắt nguồn và camera hay bị lỗi giờ thêm bị cái màn hình lúc chơi game , đang chơi game mà màn hình tối thui ai mà không bực. Giờ làm sao ?",3,51,0,0,0,1,2,2.0,2.0,-1.0
Ko biết mọi người chơi game thế nào mình mua về đánh liên quân toàn bị đứng hình một lúc mới đi đc.FPS thì tụt kinh khủng từ 60 xuống 53 lại tăng lên.máy thì ko thấy nóng.chán chip gameming gì chán đời.bật tăng tốc đỡ hơn đc tí 😟😟😟,4,50,0,0,0,1,2,2.0,2.0,-1.0
Máy này cảm biến vân tay quá tệ. Lúc trước sài con A9 cảm biến vân tay rất tốt mà sài qua máy này tệ dã man.máy màn hình còn bị ám màu hơi đục đục nữa . Buồn quá giờ lỡ mua rồi ko biết phải làm sao nữa.,3,50,0,0,0,1,2,2.0,2.0,-1.0
"Cho mình hỏi mình mua được 5 tháng, mình ít dùng camera nên k để ý, giờ thấy camera máy cực kì tệ, chụp ảnh rất mờ dù mình canh kỹ, không run tay, với thứ 2 là bắt wifi bị lỗi liên tục , cứ hiện dấu chấm than.",1,50,0,0,0,1,2,2.0,2.0,-1.0
"Sử dụng được đúng 2 tháng. Bây giờ màn hình hay bị đơ ko thao tác được, phải tắt máy rồi mở lại mới thao tác đc tiếp tục trên màn hình. Tắt nguồn, khởi động lại vài chục lần rồi vẫn không ăn thua. Mong có hướng giải quyết",3,50,0,0,0,1,2,2.0,2.0,-1.0
Ứng dụng hằng ngày chưa ổn định ram 8 nhưng đa nhiệm kiếm vào ứng dụng chậm chíp 665 vs giá gần 7 tr là wa yếu chỉ chơi game ở mức bình thường nếu quay lại tui sẽ mua redmi note8pro đến h vẫn chưa lên đc android 10,3,50,0,0,0,1,2,2.0,2.0,-1.0
"Đt a92 này đag xem hoặc đag chơi j đó hay bị out ra ngoài....thường xuyên bị đứng máy..... Hay nhảy wa ứng dụng khác,.... Sài màk mún đập lun cái đt, tức ra.....ai có cách nào khắc phục chỉ mình vs, chứ sài kiểu này sao mak sài dc......",1,50,0,0,0,1,2,2.0,2.0,-1.0
Em đã dành hết mùa lúa vừa rồi mới mua được iPhone 11pro max😢😢😢 giờ đến cuối năm phải nhịn ăn 😩😩😩 có mối từ iPhone ma đêm nào cũng mơ thấy ác mộng 👹. Đúng là thứ rửa tiền' của các đại gia. Người Mỹ đang hút máu 🥵🤬😈,5,50,0,0,0,1,2,2.0,2.0,0.0
"Trải nghiệm gần 1 tháng cảm thấy máy nóng hơi nhanh, nhưng đảm bảo mượt. Có điều không biết phải do máy không mà sao bắt wifi kém quá hay đứng và load thường xuyên, mình không sài ốp lưng trong khi cái ip6 cũ vẫn sài ầm ầm.",4,49,0,0,0,1,2,2.0,2.0,0.0
Máy của tôi Vismart Live .Máy sau khi cập nhật phần mềm thì Map không điều hướng. Không dẫn đường. Thông báo như tin nhắn. Mesenger không có. Như thế không thể liên lạc thường xuyên được. Phải vào ứng dụng mới phát hiện là có tin hay không,1,49,0,0,0,1,2,2.0,2.0,-1.0
"Haizz... tại sao máy tôi mới mua đc 1 t.gian ngắn mà dùng hay bị liệt phím lắm. Nhiều lúc bàn phím còn ko hiện lên, nhiều lúc thì cứ ấn trở về là máy lag xong ko ấn lại đc:)) chả hiểu máy tôi n bị sao luôn-.-",3,49,0,0,0,1,2,2.0,2.0,-1.0
Đã đổi máy 1 lần do ko bắt đc wifi. Cái thứ 2 mang về thì bắt đc nhưng tậm tịt out liên tục. Hai máy cạnh nhau. Máy đen là note8 pro. Trắng là note 8 Máy mua cho vk mà giờ vk cứ đòi đập khổ thân,2,49,0,0,0,1,2,2.0,2.0,0.0
"Mình k chơi game, nên thấy cấu hình như này là ổn. Camera nhiều nhưng thấy cũng thường. Có điểm trừ là vân tay hầu như ko xài dc. Dân văn phòng, máy mới, màn hình sạch, tay khô mà 10 cái may ra mới d 1 cái, nản",3,49,0,0,0,1,2,2.0,2.0,1.0
"Máy thực sự quá đẹp và đẳng cấp, khả năng hoàn thiện phải nói là tốt nhất của samsung từ trước đến nay, màn hình tràn viền sexy và đẹp nhất thế giới, hiệu năng thì quá mượt mà rồi, thực sự xứng đáng với số tiền bỏ ra..",5,49,0,0,0,1,2,2.0,2.0,1.0
Lúc đầu thì tốt như quảng cáo. Từ khi cập nhật phần mềm thì chậm như rùa bò không thể chơi được game. Có cách nào khắc phục được lỗi này không làm ơn chỉ giúp. Lời khuyên cho những ai mua nó đừng có nâng cấp phần mềm!.,1,49,0,0,0,1,2,2.0,2.0,0.0
"Lần đầu dùng ss và cả android, nói chung là tác vụ bình thường như web, fb,zalo, youtube.. ko game thì khá ổn. Buồn nhất là cái màn hình HD+ xem phim cứ như 480 ý kéo theo camera tệ. Dt này chỉ cho người trung niên thì đc.",4,49,0,0,0,1,2,2.0,2.0,1.0
Máy android là 1 dạng tùy biến ko có gg vs các ứng dụng của gg thì càng tốt . Thích hì cài cùng đơn giản mà . Ghét mỗi nhà huawei dùng con chip lởm cấu hình cùi so vs hãng xiaomi và vismat thì quá max .,1,49,0,0,0,1,2,2.0,2.0,0.0
Mọi người chơi game thì tắt chế độ gaming tubor đi thì máy sẽ k có hiện tượng đứng hình và cũng k bị quá nóng.m đã thử mn dùng máy này thì thử xem thế nào nhé.cse để ai chưa thử thì thử 1 lần xem thế nào,1,49,0,0,0,1,2,2.0,2.0,-1.0
"- Màn hình rất dài nên thao tác khó
- Chất lượng hiển thị kém
- Vân tay quá tệ, mở khóa rất mất thời gian và khó khăn
- Pin 4500mAh nhưng mau hết
=> Mua được 2 hôm đã phải trả máy và mất 20% giá máy",1,49,0,0,0,1,2,2.0,2.0,-1.0
Máy mới mua được hơn 1 tháng đã gửi bảo hành rồi ... có ai ở đây bị tình trạng gọi điện thoại cả loa trong và loa ngoài đều không nghe thấy gì ko ạ ... và khi gọi màn hình tắt đen thui bật mãi không lên,3,49,0,0,0,1,2,2.0,2.0,-1.0
"Mới mua về lúc sáng chưa kịp xài nhiều, nhưng thấy sp đẹp, camera cũng dc, chức năng cũng tốt trong tầm giá như vậy. Thử game liên quân thì combat hơi bị giật lag. Mà mình mua cho ba mình xài nên nghe gọi, youtube ok là đc",4,49,0,0,0,1,2,2.0,2.0,1.0
