,Comments,n_stars,Label
806,"Mới mua góp 1 máy ở ĐMX, NV báo trả góp trả trước 4.223.000, Nhưng về kiểm tra trên bill vs app trả góp lại thì thấy tiền trả trước có 4 triệu, còn 223k kia nv báo là tiền bảo hiểm gì gì đó mà trong khi đó mình không mua bảo hiểm mà nhiên viên tự cộng vào, ĐMX bây giờ không những ép khách mua hàng mà còn ép khách mua bảo hiểm trong khi mình đâu đồng ý. Quá thất vọng về ĐMX sẽ không bao giờ ghé mua hàng nửa",2,
807,Rất hài lòng,5,
808,Rất hài lòng,5,
809,Ok,4,
810,Sp tốt Nhân viên nhiệt tình Cảm ơn mọi người ạ ❤️,5,
811,Rất tốt,5,
812,Sản phẩm này ok,5,
813,Iphone 11 ngon ngon,5,
814,Xài rất ok,5,
815,Bình thường,4,
816,Mình thấy máy sạc lúc nó bị nóng,4,
817,Tot,5,
818,máy dùng rất ok,5,
819,Bên fpt thì có 10 triệu mấy. Mua bên đây thì 11 triệu mấy,1,
820,Mượt và nhanh,4,
821,Đt sài cx ok,4,
822,Đã mua mượt pin trâu khỏi bàn đáng từng xu,5,
823,Ok,4,
824,Tư vấn bình thường,3,
825,Tốt,5,
826,Tuyệt vời,5,
827,Điện thoại xài OK,5,
828,Điện thoại sài ok nhưng cáp sạt mau hư quá không pik có bảo hành cọng cáp không ạ,4,
829,chất lượng và phục vụ tốt,5,
830,Đang rất ổn,4,
831,Sản phẩm ok mới dùng pin cũng hơi hao nhanh.,5,
832,tệ,2,
833,Sài rồi sản phẩm rất tốt nhân viên rất nhiệt tình ❤️❤️❤️,5,
834,iPhone mới đập hộp mà 1 loa có tiếng 1 loa ko tiếng,3,
835,"Máy dùng mượt, pin trâu. Nhân viên vui vẻ, tư vấn hỗ trợ nhiệt tình.",5,
836,tốt và dễ sử dụng,4,
837,Rất tốt,5,
838,Em mới mua về mà sao loa bên trái không nghe được,4,
839,"Tôi mua iPhone 11 về sử dụng sóng yếu, wifi quá yếu so với máy hiệu khác, sóng thường xuyên 3 vạch mang lại TGDĐ họ nói bình thường. Quá buồn!",1,
840,Tot,4,
841,Hiện tại dùng ổn Cảm ứng hơi kém nhạy không biết có phải do dán cường lực không,5,
842,Rất tốt,3,
843,Mới dùng được 2 ngày vì từ iphone7 lên nên cảm giác rất tốt,4,
844,Hàng ok,4,
845,Giá thì đắt so voi chỗ khác,1,
846,Ok,5,
847,Sp tốt so với tầm giá,5,
848,"Mình đã mua được 2 tuần, vẫn đang dùng tốt. Hi vọng máy sẽ bền lâu vì nhu cầu mình cơ bản công việc văn phòng.",4,
849,Sản phẩm rất tốt,5,
850,Đc,4,
851,Dung thì vẫn OK chưa thấy có gì bất ổn,3,
852,"Máy dùng ok, khá là tốt mỗi tội khi sạc pin thì hay bị nóng máy",4,
853,Dùng đt pin nóng,3,
854,Sài OK lắm pin châu nữa.,5,
855,Hài lòng,4,
856,tốt,5,
857,Quá tuyệt vời,5,
858,Đẹp lắm,5,
859,Ok . Giá Hợp lý,5,
860,Tôt,5,
861,Rất đẹp,5,
862,Rất ok,4,
863,Giá rẻ,5,
864,Ok,5,
865,Các bạn nhân viên tiếp đón rất tốt rất nhiệt tình,5,
866,"Điện thoại chụp hình đẹp, pin trâu, chơi game tẹt ga. Quá ngon luôn 💕",5,
867,"Sản phẩm chất lượng, tư vấn viên nhiệt tình thân thiện….",5,
868,Tốt,4,
869,Dịch vụ nhah gọn. Phục vụ chú đao,5,
870,"Sản phẩm dùng rất tốt, rất hài lòng",5,
871,Mình thích trải nghiệm iPhone 11,4,
872,Khuyên mọi người không nên mua iphone 11 nha .Camera tệ lắm nhiễu với mờ .Thất vọng về tgdd kinh khủng.Đt mình mua đập hộp hôm 17/08/2022 đến nay là hơn 13 ngày mà nản,1,
873,Tốt,5,
874,"Sản phẩm dùng ok, nhỏ gọn dễ cầm nắm. Rất hài lòng và ko hối hận khi chuyển từ 11promax sang, máy mát. pin thì cũng đc. Ko đến mức quá trâu",4,
875,"Tất cả đều ok, nhưng sao cái đèn flash của mình đôi khi nó tự bật k biết khắc phục sao đây",5,
876,"sản phẩm ko có cục sạc, ko có tai nghe, cắt nhiều so vs bản lúc đầu 2019",4,
877,Hàng ok nha. Mới đẹp,5,
878,Khá hài lòng,5,
879,Pin xuống rất nhanh mới có 4 tháng mà % pin còn 93 .,3,
880,Sao loa kép 2 bên mà nge được có 1 bên à,4,
881,Rất đẹp cầm chắc tay pin ổn định chơi game cũng OK,5,
882,OK!,5,
883,Phục vụ tốt,5,
884,.,5,
885,Điện thoại sài rất oke mua đồ bên tgdd thì rất yên tâm tỉ lệ đồ lỗi rất rất thấp,5,
886,Sài Rất Oke Hứa Hẹn Đổi iphone 14 😜,5,
887,Ổn,5,
888,Tot,4,
889,Goodjob,4,
890,"sản phẩm ok, dịch vụ tốt",4,
891,Hàng ok,5,
892,Ok,4,
893,rất ok,5,
894,chiếc điện thoại này khá đẹp,5,
895,Máy mượt tốt oke ạ,5,
896,Rất tốt,5,
897,"mới mua lúc tối,, áp dụng tất cả các khuyến mãi là 12.. ngày sau lên xem còn có 11490 chua ap dụng vnpay nữa. chán",4,
898,tốt,5,
899,"Máy đẹp, pin trâu rất hài lòng về máy",4,
900,Thỉnh thoảng vẫn hơi đơ,4,
901,"Ban đầu thì ok. Mình cũng ko có thắc mắc gì về pin. Nhưng sau khi dùng 5 tháng thì máy tự dưng sập nguốn, bật ko lên. KTV bên điện máy xanh cũng ko bật lên đc. Gửi lên Apple bảo hành thì apple bảo đồng ý mất dữ liệu thì mới sửa, ko đồng ý thì trả lại máy. Ủa???? Cám giác rất tệ khi đã mua sản phẩm này của apple",1,
902,Tuy đã bung nhưng máy còn chất lượng,4,
903,Rất tốt,5,
904,Tốt quá,5,
905,Máy đẹp giá rẻ,5,
906,"Mới mua tại TGDD ngã 3 Finom Đức Trọng Lâm Đồng. Tuy ra đời gần 3 năm nhưng máy sài OK, cậu hình mượt, k chê vào đâu dc. Chứng tỏ Apple họ làm xứng đáng và danh hiệu smartphone cao cấp. Nhân viên bên đó rất nhiệt tình",5,
907,Sài rất OK mọi người nên mua,5,
908,Xài ok,4,
909,.,5,
910,O,5,
911,"dt xài cũng dc lâu lâu hơi bị đơ, đang gọi đt màn hình tắt không mở lên dc luôn",3,
912,Hàng rất tốt sp làm tôi rất hài lòng,5,
913,"Rất tận tình,chu đáo!",5,
914,Máy nhanh mượt màn hình đẹp.Điểm Antutu benmark rất cao.Mua màu trắng sữa đẹp. Phát nhạc Bluetooth ra amply hay.Apple music có chế độ nghe nhạc lossless. FaceID nhanh.Game mượt.IOS 15 pin tốt.Sạc nhanh.,5,
915,Sản phẩm tốt,5,
916,Good,5,
917,Mới mua hôm qua màu trắng 64g đẹp mà nhân viên thế giới Di Động tại thị xã kiến tường rất nhiệt tình nữa,5,
918,"Đã dùng sản phẩm này được 1,5th nhưng pin vẫn 100%. Tiếc là lên 15.5 máy hay bị nóng .nhưng vẫn đánh giá 5***. Thấy máy dùng khá ổn.",5,
919,Đã dùng được một năm rồi,5,
920,điện thoại xài khá ok dù ai chê cũng mê,5,
921,"Phù hợp túi tiền, hàng chính hãng",4,
922,Có bảo hành khán nước ko dị ad,4,
923,mình mới mua được 20 ngày thấy dùng rất ok,4,
924,Rất mượt mà chơi tốt trong tầm giá,5,
925,"Máy bị lổi mic gởi bảo hành, nói không lổi Trã về không dùng được.",1,
926,ok,5,
927,Thái độ phục vụ rất tốt,4,
928,Pin tuột nhanh,3,
929,Hiện tại máy dùng thích,5,
930,Hàng dùng ok ạh,5,
931,❤️❤️❤️,4,
932,Máy dùng ổn cảm ơn TGDĐ,5,
933,Rất hài lòng,4,
934,123,3,
935,Ok,5,
936,Tốt,5,
937,"Sử dụng nhanh, chất lượng tốt",4,
938,Rất tốt,5,
939,May. Dep. Sai. Ok. Nhan. Vien. Nhiet. Tinh.,4,
940,"Máy rất nóng khi sạc và xem YouTube,chơi game …..",4,
941,Trải nghiệm tốt,4,
942,"Phục vụ nhiệt tình, chứ đáo",5,
943,Rất tốt.,5,
944,Chất lượng kém,1,
945,RẤT hài lòng với sản phẩm và dịch vụ của TGDD (:,4,
946,Mua xong hôm sau có ngừơi gọi điện bảo sẽ mang tới nhà tặng phiếu gì đó mà tới nay gần tháng cũng không thấy?,4,
947,Sản pẩm dùng tốt lắm,5,
948,Nhỏ vừa đủ dùng tiện lợi,5,
949,Hiện tại dùng máy rất là OK,4,
950,"Em cám ơn anh chị và các bạn nhân viên thế giới di động số 182 - 184 đường Ngọc Lâm, Tổ 3, P. Ngọc Lâm, Q. Long Biên, Tp. Hà Nội, đã tư vấn và hỗ trợ em rất nhiệt tình. Cực kỳ nhiệt tình luôn ạ! Lúc mới vào thì có bác bảo vệ ra mở cửa, lại còn che yên cho đỡ nắng. Rồi chị tư vấn rất nhiệt tình, thân thiện, lúc em ra về mưa còn có bạn nhân viên chạy ra cho mượn ô đi mua áo mưa nữa, đến tận khi em về thì bạn ấy mới vào. Bản thân em đã thích cách chăm sóc khách hàng chu đáo từ TGDĐ khi mua những sản phẩm trước, dù giá trị không cao nên khi quyết định mua ip 11, e không do dự mà chọn TGDĐ. Chúc anh chị và các bạn TGDĐ số 182 - 184 đường Ngọc Lâm, Tổ 3, P. Ngọc Lâm, Q. Long Biên, Tp. Hà Nội mạnh khỏe, kinh doanh tốt ạ!",5,
951,"Sản phẩm tốt, máy mượt pin trâu, dùng hơn 4 tháng mà vẫn 100% pin. Nhân viên phục vụ tận tâm.",5,
952,Máy mới mua gần 3 tháng khi call bị tè như tiếng rào rào è è trong khi ng đối diện thù tắt mic vẫn rè lớn rất khó chịu nhờ kiểm tra lại dùm em,3,
953,"Máy gặp lỗi micro nghe gọi, lên gặp nhân viên k hỗ trợ, thế giới di động làm ăn chán lắm, kêu gửi hành bảo hành, gửi chắc tới lẫn mới lấy máy",1,
954,Máy rất tốt nhân viên TGDD phục vụ tận tình ok,5,
955,"Dùng 3 tháng pin trên máy báo 99% nhưng trên 3utool lại 100%, dùng vừa tay, nói chung vẫn ok",4,
956,Gọi Mesenger qua dữ liệu đi động cứ bị lỗi không thể gọi được. Đã thử mọi cách vẫn không được. Cần nhân viên hỗ trợ,2,
957,Sai thì thấy ok dó,4,
958,Cảm giác loa máy rất dè. K biết mua dùng dc 30 ngày chưa dmx check thông tin giúp mình. Nghe k mượt bằng ip11 của mn,3,
959,"Mình mua cũng được gần 6 tháng, sạc siêu nhanh luôn, đến giờ pin của mình vẫn 100%, mình làm rơi nhiều lần r cứ sợ hư nhưng mà thật sự thì rất bền, không hề trầy hay gì hết. Pin mình đủ dùng 1 ngày, thấy có nhiều bạn chê này kia nhưng thực sự đối với mình nó quá tốt, lướt rất mượt, mình từ Androind chuyển qua iOS cảm thấy dễ xài và mê luôn rồi í, mượt kinh khủng, chụp hình cũng rất đẹp ❤️ Mình mua trong mùa dịch nên mua online, nhân viên của TGDĐ thì khỏi nói rồi vô cùng tận tâm luôn, hướng dẫn mình rất kĩ, giải thích mọi thắc mắc của mình. 100 điểm 😍",5,
960,Mới mua khi sáng dùng thấy ổn phết:),4,
961,Tôi mua điện thoại mới từ cuối tháng 1 đến nay mọi thứ vẫn bình thường. Tôi rất thích và rất hài lòng về những lợi ích mà sản phẩm mang lại cho tôi.,5,
962,Máy chức năng nghe gọi kém quá.máy mình nghe gọi có lúc bị ngắt quãng không nghe thấy gì.chức năng chính mà vậy thì không ổn rồi,3,
963,E mua điện thoại hồi tháng 2 xài đến giờ pin của nó vẫn 100% nhưng sao lượng pin có nó lại rất nhanh hết,4,
964,"Máy mua mới , sọc màng hình , mà chế độ bảo hành thì chán , mua ở đây là một sai lầm !",1,
965,Sản phẩm cài rất mượt mọi thứ ngon lành pin thì không hẻo như mấy dòng iPhone trước,5,
966,"Có khi sạc gần 1 tiếng được 3% pin, hay bị đứng máy",1,
967,Máy ok,4,
968,sao dt để qua đêm tuột 8 phan % pin v ah minh da rất het tất cả ứng dụng ngam tat màn hình sáng luôn,3,
969,Đt sài tốt nhân viên nhiệt tình,5,
970,Rất tốt,5,
971,"Nhân viên tiếp đón chu đáo , nhiệt tình . Cách tư vấn sản phẩm rất chuyên nghiệp nên ko định mua nhg đã mua",5,
972,OK tốt,5,
973,Sp tốt.nv rất nhiệt tình,5,
974,Đến giờ dùng khá ổn,4,
975,nhân viên phục vụ nhiệt tình. chu đáo,5,
976,Máy sử dụng ok,3,
977,Rất rốt mình k chơi game pin rata lâu xuống,5,
978,Máy dùng khá mượt,4,
979,Tư vấn nhiệt tình tận tâm☺️,4,
980,Hàng dùng tốt. Ưng cái bụng,5,
981,Ok,5,
982,Máy dùng rất tốt,5,
983,Bạn bán hàng tư vấn nhiệt tình lắm luôn rất dễ thương,5,
984,Rất ok,5,
985,điện thoại ok nha mỗi người,4,
986,Máy dùng tốt,4,
987,Hàng ok không bị lỗi,5,
988,Sản phẩm thật tuyệt vời đặc biệt nhân viên ở đây rất nhiệt tình và mến khách chắc chắn sẽ có dịp mình quay trở lại đây mua hàng tiếp,5,
989,"Sản phẩm xài ok, nhân viên rất nhiệt tình",4,
990,Xuất sắc,5,
991,Tốt chạy nuột . Mua ngay đợt giảm đúng thơm,5,
992,"Máy hiệu năng mạnh , dùng mượt , pin trâu. Rất hài lòng",5,
993,Sản phẩm dùng rất tốt,5,
994,Máy dùng rất ok,5,
995,Tốt,5,
996,Rất tốt,5,
997,Thỉnh thoảng máy vẫn hơi lác,4,
998,"Máy đẹp, phục vụ nhiệt tình.",5,
999,Rất tốt,5,
1000,Bảo hành qua tệ quá chán hơn 1 tháng còn trưa được lấy máy,1,
1001,Sản phẩm tất tốt,5,
1002,Dùng rất ok nha,4,
1003,Sản phẩm dùng rất tốt,5,
1004,"xài rất tốt, tuyệt vời trong tầm giá",5,
1005,Cho em hỏi em mới mua đc 1 tháng mấy mà tụt pin còn 97% là sao ạ em xài củ sạc dây sạc hàng chính hãng sau tụt pin nhanh thế ạ 1 ngày mấy em xài 3h đến 4h hà,3,
1006,"Cũng ngon. Mỗi tội chơi game chán, sạc chậm. Tại từ Xiaomi qua. Đc cái đa nhiệm IOS tốt hơn Adr rất nhiêu",5,
1007,"Mình sử dụng tầm khoảng 3 tháng vẫn còn 100% pin. Máy mượt lắm, pin trâu nữa. Nói chung là hài lòng lắm !",5,
1008,"Nếu cần 1 chiếc iphone để dùng chung Ipad, Apple watch Airpod thì iphone 11 là sự lựa chọn hoàn hảo, còn nếu k sử dụng hệ sinh thái của nhà Táo thì trong tầm giá này các máy Androi có lẽ sẽ tốt hơn về mặc trải nghiệm",5,
1009,"Sau 1 tháng trải nghiệm thì mình cảm thấy như sau: • Mng thường chê màng hình của con này nhưng mình thấy nó khá ổn đấy chứ, mình từ màng amoled qua, màu sắc chỉ nhạt hơn thoi, màu đen k đậm nữa, nhưng nó khá nét và trong. • Pin khá trâu mình đi học onl fb zalo từ 6h sáng (78%) lúc về 5h (25%) đây là mình dùng wifi nha, còn lúc chơi game + onl tiktok bf zalo thì được khoảng hơn nữa ngày á, mình mua hơn tháng roi vẫn còn 100% • Còn về phần mềm, mình từ android sang thấy IOS khá tù túng, đổi lại trải nghiệm mượt mà vẫn đáp ứng đủ nhu cầu của mình • về camera thì mình hong phải dân chuyên nghiệp nên mình cũng hong rành, mình thấy rất tốt. HẾT RÒI.",5,
1010,"sản phẩm rất tốt mình chỉ thắc mắc đt mình để qua đêm vẫn tuột pin 3-4% dù là tắt mạng dữ liệu, wifi, và tắt các trang dã bấm k còn lịch sử hoạt động?",5,
1011,Sau 2 tuần mình trải nghiệm sản phẩm phải nói là cực kỳ thích em nó luôn ý. Mình mới chuyển từ Android sang Ios nên có chút bối rối tí. Nhưng mà sản phẩm này quá tuyệt vời. Nhân viên phục vụ nhiệt tình.,5,
1012,Gần tết giảm giá đập hộp 1 em 12t750k cho vợ. Nhân viên tgdd yên mĩ rất nhiệt tình vote 5*,5,
1013,Rất tốt pin trâu nhân viên tư vấn nhiệt tình,5,
1014,"Mới mua chưa tới 1 tháng, cứ để qua đêm là pin tụt 6-8% không biết có sao không nhỉ",4,
1015,"Pin ổn! Ngoại trừ lúc ngủ thì mấy ngày tết xử dụng liên tục, chủ yếu là xem video! Máy mình ko dùng để chơi game nên cuối ngày còn >30% pin! Kiếm ốp lưng xịn chính hãng dành cho nam cho model này khá khó vào thời điểm hiện tại!",5,
1016,"sản phẩm quá tốt,chất lượng phục vụ của nhân viên rất tốt,giá tiền hợp lý",5,
1017,Máy dùng nhanh nóng và nhanh hết pin nha. Pin kém hơn so với các dòng trước,3,
1018,"Cho mình hỏi mình mua máy về sạc lúc đầu máy luôn bị nóng, pin khoảng 80% trở lên thì máy không bị nóng nữa. Sạc mình mua chính hãng ở tgdđ luôn, mình ra cửa hàng hỏi thì nv bảo dòng ip nó như vậy, mong tư vấn giúp ạ! Mình sd đc 3 tuần rồi",4,
1019,"Sản phẩm tốt, dùng rất hài lòng. Nv tư vấn rất nhiệt tình. Thanks tgdd",5,
1020,"Tầm giá tiền lựa chọn con này rất hợp lý. Đủ dùng cơ bản các thứ. Máy mượt, ko lag như android",4,
1021,Dt mới đập hợp về xài k ra hồn gì,1,
1022,cũng ngon. nhưng. khôi phục cài đặt xong thì thấy ntn,5,
1023,"sản phẩm dùng rất oke, phụ huynh sài rất ưng ý, tư vấn nhiệt tình",5,
1024,"Tôi rất hài lòng với cung càch tiếp đón và thái độ phục vụ thật ân cần và chu đáo của nhân viên công ty!Luôn đặt lợi ích chính đáng của khách hàng lên trên hết,tạo dựng niềm tin cho khách hàng trước và sau khi mua sản phẩm tại công ty!",5,
1025,Mỗi lần đến Mua sắm cảm giác Vui,5,
1026,"Máy dùng OK . Cảm ơn ace nhân viên tgdd Gia Bình ,rất nhiệt tình , chu đáo nữa ❤️",4,
1027,Sản phẩm dùng rất ok,5,
1028,Sao mình mua máy bóc seal về mà ngay dung lượng pin lại có dấu * để là pin trước khi hiệu chỉnh v ạ ??,3,
1029,Mua hàng điện máy xanh dùng rất ok .,5,
1030,"Điện thoại iphone 11 64gb xài rất tốt , chất lượng cao, pin xài lâu . màn hình rõ, độ sáng ok",5,
1031,"Tôi rất hài lòng và yên tâm khi mua sản phẩm tại diện máy xanh, vì sản phẩm kẻ đây luôn là chính hãng.bởi vậy tôi yên tâm.!",5,
1032,Điện thoại rất đáng để mua. Mát mẻ mượt mà. Nhân viên tư vấn vui vẻ nhiệt tình! Xứng đáng 5sao ạ,5,
1033,Máy xài tròn 1 tháng pin 100% sạc nhanh pin trâu chơi game dc 6 tiếng xài cả ngày ko hết pin nói chung trải nghiệm tốt chỉ về màn hình thì màu sắt xấu nếu so với con 7plus thì màu cho ra hiển thị không đẹp không biết do màn hình nay là do dòng 11 nó vậy,5,
1034,"Mua ở TGDĐ Vĩnh Kim. 4 bạn nhân viên tiếp đãi rất nhiệt tình. Máy thì ngon rồi, không có gì để chê. 5 sao!",5,
1035,"Máy màu đen rất đẹp rất hài lòng với sản phẩm, nhân viên đmx bên tt kẻ Sặt Bình Giang Hải Dương rất nhiệt tình .",5,
1036,"Nhân viên rất nhiệt tình, máy màu xanh rất đẹp, pin trâu. Lâu dài chưa biết thế nào nhưng giờ rất vừa ý, chưa chê được cái gì.",5,
1037,màu vàng rất chi BD.chạy mướt chỉ có viền máy dày nhìn hơi thô.mua dc giá 13tr5 đập hộp tạm ổn,5,
1038,"sản phẩm tốt, phục vụ nhiệt tình. quản lý chất lượng, nhân viên vui vẻ, trông em bé rất giỏi ))",5,
1039,"Mới mua hôm nay luôn, về kiểm tra là bị vậy, ko biết có sao ko luôn. Cây iphone mua trước đâu gặp vấn đề này",2,
1040,nhân viên tư vấn kg nhiệt tình . chưa xong khách hàng nay bỏ đi tư vấn khách hàng khác làm đợi mất thời gian không tôn trọng khách hàng,3,
1041,"Ban đầu có vẻ hài lòng, nhưng sau 1 tuần trải nghiệm máy mình hơi thất vọng. 24h sạc pin 1 lần, vì mình không sử dụng nhiều. Nhưng đúng 1 tuần thì đang sạc máy bắt đầu bị nóng. Trog khi mua đúng 1 tuần. Giờ nói thì chắc lại bảo mình k biết cách sử dụng đt chưa đúng cách nên dẫn đến máy nóng. (Vì mình đã thấy nhiều cmt của các bạn ctv khi khách hàng phản ánh về pin) nhưng mà mình nói lại là mình sd đúng 1 tuần. Về chụp cam thường thì rất là rõ, nhưng lại k sắc nét thua luôn cả ipx. Mình đã sử dụng máy ipx và đã dùng cả 2 máy để so sánh độ chụp cam thường. Hơi thất vọng . Cố gắng giử gìn máy nhất có thể mà cũng như k . Nếu mà câu tl không chính đáng thì mình không bao giờ ghé đmx lần nữa",2,
1042,"máy sài tốt, pin trâu, chụp hình xinh, nhân viên tư vấn nhiệt tình và dễ thương ạaaaaaaaa",5,
1043,Máy ok tốt hàng chuẩn hợp với giá tiền màu đẹp Mng nên mua máy rất mượt pin cũng tạm đc pin xài khoảng 3h5. Đến 4h máy sạc rất nhanh khoảng 1h là đầy r,5,
1044,Bị rớt wifi liên tục . Chán wa thật uổng tiền mua 15.5 tr. Cân hỗ trợ từ nhân viên,3,
1045,"Mình mua ở tgdd thị xã gò công, nhân viên rất nhiệt tình, mình mua đc vài ngày nhưng cưa ngủ dậy là nất 10% pin mặc dù tắt hết ứng dụng, vị trí, tự động cập nhật và để cả chế độ máy bay. Nhờ cửa hàng tư vấn nhé! Mình cảm ơn",4,
1046,"Máy mua từ 27/10/2021 đến hôm nay chưa được 2 tháng mà xem pin đã tụt xuống còn 96% rồi, cục pin chắc có vấn đề quá.",4,
1047,Mình mua hàng từ 24/9 đến giờ là 25/12. Mình cảm thấy khá thất vọng về việc tình trạng Pin chỉ còn 97% sao 3 tháng sử dụng. Mặc dù không vừa sạc vừa dùng hay sạc nhiều lần trong ngày gì cả. Mình cần lời giải thích từ điện máy xanh ạ.,3,
1048,"Vừa mới mua hôm qua...h nay lại sụt giá nhiều vậy , buồn lòng...về phần máy hiện tại thấy rất ok...nhân viên nhiệt tình",4,
1049,"Mình mới mua đt được 3 ngày mọi thứu đều ổn, nhưng gọi video bên zalo và mess loa bị rè và vọng tiếng, cách khắc phục như nào ạ",4,
1050,"em mới vừa mua hôm quá, máy xài rất ok nhưng sao lúc sạc pin thì máy lại nóng quá vậy ạ?",4,
1051,"Mình mới mua 3 ngày mà bật thử backtap không được ạ, đã reset cũng không được. Giờ mình fix làm sao lỗi này ạ.",4,
1052,Cảm ơn nhân viên Quang và nhân viên duyên tgdd Tân Hải lagi bình thuận đã tư vấn nhiệt tình máy chạy mượt cam đẹp,5,
1053,"Giao hàng nhanh, nhân viên nhiệt tình, khuyến mãi hấp dẫn.......................",5,
1054,"sử dụng gần 3 tháng pin còn 98% mặc dù sd rất kĩ. Sp tệ, k nên mua uổng tiền :))",2,
1055,"Máy em mới mua 2 tháng sao cứ ngủ một đêm sáng dậy nó tụt mất 4% pin vậy ạ, có bị làm sao ko ạ",3,
1056,Mình mua hồi tháng 8 còn 14 490 000 giờ sao giá 19tr vậy bạn. Lúc đó iphone 13 chưa ra nữa,5,
1057,"Mới mua chưa đc 2 tháng mà pin còn đc 98% nựa chán ghê, sạc ngày 1 lần mà đạ vậy",3,
1058,Mình mua ip11 64gb hồi tháng 8 dùng sạc 20w ngày sạc 2 lần…cũng sài kỹ lắm mà dung co 4 tháng còn 98% theo quan điểm cá nhân mình thấy pin thật sự tệ😪😪😪,3,
1059,Mk mua tu 21/9 đến nay dc gần 2 tháng mà dùng sạc feck của iPad chơi game ngày sạc 4-5 lần vẫn 100% pin :)) k dùng sạc chính hãng luôn.. sản phẩm rất tốt,5,
1060,Sài 11 cũng ok phết nhưng có điều mua cục sạc 20w ở tại tgdd về luôn mà sạc 1 tháng pin còn 99%.. cảm thấy pin 11 khá tệ,4,
1061,Mua từ 21/10/2021 mà nay cũng được 1 tháng rồi mà tình trạng pin tụt xuống 99% :((,2,
1062,"Tôi mua máy từ tháng 01/2021 tới bây giờ là tháng 11/2021 là đã được hơn 10 tháng ( gần 1 năm ) và sau hơn 10 tháng sử dụng tôi có 1 nhận xét như sau: Thứ nhất: Pin cực kỳ trâu, xài những tác vụ như là Fb, youtube, tiktok, zalo, thậm chí lâu lâu tôi còn Edit video mà thường thì t xài gần 2 ngày mới phải nạp, ngày xài tầm 4-5 tiếng liên tục, tôi xài hơn 10 tháng rồi mà ko hao tí tình trạng % pin nào, vẫn còn y nguyên dung lượng tối đa là 100% pin, chắc tại vì tôi không chơi game Thứ 2: Sạc pin rất nhanh, thường thì sạc từ 20% - 90% mất có hơn 35p ( dùng đúng cục sạc nhanh mua ở TGDĐ nhé ), từ 90% trở đi thì nó cứ lên từ từ. Thứ 3: máy rất mượt, dùng cảm giác rất thích, cầm vừa tay và nhìn rất sang, xem phim lâu là máy hơi nóng lên 1 tí xong nguội lại ngay Còn những điểm hạn chế thì là: máy không có màu Vàng Gold và ko có 3 mắt 🤣🤣, và cái Face ID ko hiểu sao mà tui cài mặt tui mà em gái tui Face ID cũng mở đc. K biết là do 2 khuôn mặt có nhiều điểm giống nhau hay Face ID có vấn đề nữa 🤣🤣 Gọi chung cái IP11 này ko có gì để chê luôn á. Thích nhất là pin rất là trâu, dùng hơi bị lâu, máy thì vừa gọn ko quá to, tầm 17tr mà mua con này khéo còn ngon hơn ip 12 13 ấy chứ. Bạn nào có tầm 18 20tr mình khuyên nên mua con này mà dùng, k nhất thiết phải 3 mắt hay gì đâu. Con này cá nhân mình dùng thấy rất sướng luôn. Vote cho 5 sao nhé. 😍",5,
1063,"e mua mới được gần 3 tháng thôi mà dung lượng pin tối đa đã tụt xuống còn 96% , hao nhanh kinh khủng mà e sử dụng và sạc pin rất quy củ :(( giữ máy cực kì",3,
1064,E mới mua 11 từ 29/10 được hơn tháng máy không lỗi lầm gì bây giờ của hàng mua lại được bao nhiêu ạ. Máy mua bên tgdd ạ,4,
1065,"Pin dì hao pin như gì luôn, mua đc 8 tháng pin còn 88%, mang ra tgdd thì kiểu đổi lỗi cho mình, cũng kh cần kt nói đưa đi bảo trì cv thôi, chán",1,
1066,Máy mới sử dụng 9 tháng nay thấy pin còn 92% vậy có ổn không admin ơi. Trả lời giúp với. Mới sử dụng iPhone thấy hoang mang quá,3,
1067,"Máy nhỏ gọn vừa tay, pin trâu hơn đời trước ít chơi game thì xài cũng dc cả ngày",5,
1068,"Dùng gần 4 tháng,mỗi lần dùng pin rất nóng,mỗi lần sạc pin cũng rất nóng,cầm cảm giác như pin bị phồng lên,có cách nào giải quyết k ?",3,
1069,"Máy chính hãng Apple, bóc seal khi nhận hàng, rất yên tâm khi mua sắm ở ĐMX. Sẽ còn ủng hộ công ty !",5,
1070,E mới mua máy dc hơn 6 tháng mà pin còn có 93% có phải gặp vấn đề về pin ko à ngày càng tụt nhanh,1,
1071,"Ip 11 có hỗ trợ tính năng sạc nhanh, vậy nếu k dùng củ sạc nhanh để sạc máy thì có ảnh hưởng gì tới pin không?",3,
1072,tôi mới mua máy tối hôm qua. Về dùng ko ok lắm. Gọi zalo Facebook rè rè nghe ko rõ,2,
1073,Cách khắc phục khi gọi điện điện thoại cứ tắt màn hình thì làm như nào ạ. Em xin câu trả lời ạ,5,
1074,Điện thoại mua tại tgdd được 15 ngày . Sao pin tụt nhanh thế ạ . Hichic ………………..,2,
1075,Moi mua vài ngày thấy xài ok. Pin củng mạnh dù chỉ 3k1 màn hình củng không đến nỗi,5,
